row,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
3228,3228,QSAR-TID-12391,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3229,3229,QSAR-TID-12265,1,62,active,Sparse_ARFF,,,,0.0,1026.0,636.0,0.0,0.0,1025.0,1.0
3230,3230,QSAR-TID-10930,1,62,active,Sparse_ARFF,,,,0.0,1026.0,560.0,0.0,0.0,1025.0,1.0
3231,3231,QSAR-TID-10979,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1671.0,0.0,0.0,1025.0,1.0
3232,3232,QSAR-TID-102988,1,62,active,Sparse_ARFF,,,,0.0,1026.0,88.0,0.0,0.0,1025.0,1.0
3233,3233,QSAR-TID-30038,1,62,active,Sparse_ARFF,,,,0.0,1026.0,106.0,0.0,0.0,1025.0,1.0
3234,3234,QSAR-TID-10653,1,62,active,Sparse_ARFF,,,,0.0,1026.0,645.0,0.0,0.0,1025.0,1.0
3235,3235,QSAR-TID-101360,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3236,3236,QSAR-TID-12506,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3237,3237,QSAR-TID-12752,1,62,active,Sparse_ARFF,,,,0.0,1026.0,49.0,0.0,0.0,1025.0,1.0
3238,3238,QSAR-TID-11711,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3239,3239,QSAR-TID-11902,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1211.0,0.0,0.0,1025.0,1.0
3240,3240,QSAR-TID-10871,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
3241,3241,QSAR-TID-101538,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3242,3242,QSAR-TID-11558,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
3243,3243,QSAR-TID-193,1,62,active,Sparse_ARFF,,,,0.0,1026.0,199.0,0.0,0.0,1025.0,1.0
3244,3244,QSAR-TID-103101,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3245,3245,QSAR-TID-10701,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0
3246,3246,QSAR-TID-19623,1,62,active,Sparse_ARFF,,,,0.0,1026.0,656.0,0.0,0.0,1025.0,1.0
3247,3247,QSAR-TID-12366,1,62,active,Sparse_ARFF,,,,0.0,1026.0,162.0,0.0,0.0,1025.0,1.0
3248,3248,QSAR-TID-104499,1,62,active,Sparse_ARFF,,,,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0
3249,3249,QSAR-TID-11265,1,62,active,Sparse_ARFF,,,,0.0,1026.0,740.0,0.0,0.0,1025.0,1.0
3250,3250,QSAR-TID-19642,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3251,3251,QSAR-TID-12967,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2756.0,0.0,0.0,1025.0,1.0
3252,3252,QSAR-TID-100858,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
3253,3253,QSAR-TID-11104,1,62,active,Sparse_ARFF,,,,0.0,1026.0,29.0,0.0,0.0,1025.0,1.0
3254,3254,QSAR-TID-101496,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3255,3255,QSAR-TID-12786,1,62,active,Sparse_ARFF,,,,0.0,1026.0,624.0,0.0,0.0,1025.0,1.0
3256,3256,QSAR-TID-12688,1,62,active,Sparse_ARFF,,,,0.0,1026.0,213.0,0.0,0.0,1025.0,1.0
3257,3257,QSAR-TID-236,1,62,active,Sparse_ARFF,,,,0.0,1026.0,411.0,0.0,0.0,1025.0,1.0
3258,3258,QSAR-TID-10628,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3259,3259,QSAR-TID-219,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1584.0,0.0,0.0,1025.0,1.0
3260,3260,QSAR-TID-100860,1,62,active,Sparse_ARFF,,,,0.0,1026.0,61.0,0.0,0.0,1025.0,1.0
3261,3261,QSAR-TID-101533,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
3262,3262,QSAR-TID-12261,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1842.0,0.0,0.0,1025.0,1.0
3263,3263,QSAR-TID-100817,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3264,3264,QSAR-TID-10019,1,62,active,Sparse_ARFF,,,,0.0,1026.0,38.0,0.0,0.0,1025.0,1.0
3265,3265,QSAR-TID-10906,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1004.0,0.0,0.0,1025.0,1.0
3266,3266,QSAR-TID-11169,1,62,active,Sparse_ARFF,,,,0.0,1026.0,52.0,0.0,0.0,1025.0,1.0
3267,3267,QSAR-TID-17061,1,62,active,Sparse_ARFF,,,,0.0,1026.0,152.0,0.0,0.0,1025.0,1.0
3268,3268,QSAR-TID-10461,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3269,3269,QSAR-TID-11142,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
3270,3270,QSAR-TID-100624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,127.0,0.0,0.0,1025.0,1.0
3271,3271,QSAR-TID-12169,1,62,active,Sparse_ARFF,,,,0.0,1026.0,64.0,0.0,0.0,1025.0,1.0
3272,3272,QSAR-TID-100865,1,62,active,Sparse_ARFF,,,,0.0,1026.0,38.0,0.0,0.0,1025.0,1.0
3273,3273,QSAR-TID-102401,1,62,active,Sparse_ARFF,,,,0.0,1026.0,78.0,0.0,0.0,1025.0,1.0
3274,3274,QSAR-TID-12867,1,62,active,Sparse_ARFF,,,,0.0,1026.0,31.0,0.0,0.0,1025.0,1.0
3275,3275,QSAR-TID-12944,1,62,active,Sparse_ARFF,,,,0.0,1026.0,887.0,0.0,0.0,1025.0,1.0
3276,3276,QSAR-TID-101582,1,62,active,Sparse_ARFF,,,,0.0,1026.0,36.0,0.0,0.0,1025.0,1.0
3277,3277,QSAR-TID-10980,1,62,active,Sparse_ARFF,,,,0.0,1026.0,5766.0,0.0,0.0,1025.0,1.0
3278,3278,QSAR-TID-61,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2076.0,0.0,0.0,1025.0,1.0
3279,3279,QSAR-TID-100044,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1541.0,0.0,0.0,1025.0,1.0
3280,3280,QSAR-TID-100956,1,62,active,Sparse_ARFF,,,,0.0,1026.0,48.0,0.0,0.0,1025.0,1.0
3281,3281,QSAR-TID-12895,1,62,active,Sparse_ARFF,,,,0.0,1026.0,547.0,0.0,0.0,1025.0,1.0
3282,3282,QSAR-TID-11758,1,62,active,Sparse_ARFF,,,,0.0,1026.0,213.0,0.0,0.0,1025.0,1.0
3283,3283,QSAR-TID-101348,1,62,active,Sparse_ARFF,,,,0.0,1026.0,819.0,0.0,0.0,1025.0,1.0
3284,3284,QSAR-TID-18013,1,62,active,Sparse_ARFF,,,,0.0,1026.0,35.0,0.0,0.0,1025.0,1.0
3285,3285,QSAR-TID-12485,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3286,3286,QSAR-TID-12687,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1648.0,0.0,0.0,1025.0,1.0
3287,3287,QSAR-TID-11811,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
3288,3288,QSAR-TID-30015,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0
3289,3289,QSAR-TID-101299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0
3290,3290,QSAR-TID-20126,1,62,active,Sparse_ARFF,,,,0.0,1026.0,182.0,0.0,0.0,1025.0,1.0
3291,3291,QSAR-TID-12887,1,62,active,Sparse_ARFF,,,,0.0,1026.0,117.0,0.0,0.0,1025.0,1.0
3292,3292,QSAR-TID-19689,1,62,active,Sparse_ARFF,,,,0.0,1026.0,157.0,0.0,0.0,1025.0,1.0
3293,3293,QSAR-TID-12569,1,62,active,Sparse_ARFF,,,,0.0,1026.0,891.0,0.0,0.0,1025.0,1.0
3294,3294,QSAR-TID-11524,1,62,active,Sparse_ARFF,,,,0.0,1026.0,605.0,0.0,0.0,1025.0,1.0
3295,3295,QSAR-TID-12933,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
3296,3296,QSAR-TID-11869,1,62,active,Sparse_ARFF,,,,0.0,1026.0,705.0,0.0,0.0,1025.0,1.0
3297,3297,QSAR-TID-20122,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
3298,3298,QSAR-TID-12163,1,62,active,Sparse_ARFF,,,,0.0,1026.0,285.0,0.0,0.0,1025.0,1.0
3299,3299,QSAR-TID-12641,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
3300,3300,QSAR-TID-12587,1,62,active,Sparse_ARFF,,,,0.0,1026.0,157.0,0.0,0.0,1025.0,1.0
3301,3301,QSAR-TID-10909,1,62,active,Sparse_ARFF,,,,0.0,1026.0,111.0,0.0,0.0,1025.0,1.0
3302,3302,QSAR-TID-17073,1,62,active,Sparse_ARFF,,,,0.0,1026.0,391.0,0.0,0.0,1025.0,1.0
3303,3303,QSAR-TID-103451,1,62,active,Sparse_ARFF,,,,0.0,1026.0,27.0,0.0,0.0,1025.0,1.0
3304,3304,QSAR-TID-30022,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3305,3305,QSAR-TID-134,1,62,active,Sparse_ARFF,,,,0.0,1026.0,878.0,0.0,0.0,1025.0,1.0
3306,3306,QSAR-TID-100854,1,62,active,Sparse_ARFF,,,,0.0,1026.0,625.0,0.0,0.0,1025.0,1.0
3307,3307,QSAR-TID-10498,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1748.0,0.0,0.0,1025.0,1.0
3308,3308,QSAR-TID-10938,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1862.0,0.0,0.0,1025.0,1.0
3309,3309,QSAR-TID-10850,1,62,active,Sparse_ARFF,,,,0.0,1026.0,622.0,0.0,0.0,1025.0,1.0
3311,3311,QSAR-TID-100127,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
3312,3312,QSAR-TID-10901,1,62,active,Sparse_ARFF,,,,0.0,1026.0,541.0,0.0,0.0,1025.0,1.0
3313,3313,QSAR-TID-102389,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
3314,3314,QSAR-TID-12591,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3315,3315,QSAR-TID-90,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2055.0,0.0,0.0,1025.0,1.0
3316,3316,QSAR-TID-12476,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1023.0,0.0,0.0,1025.0,1.0
3317,3317,QSAR-TID-100976,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3318,3318,QSAR-TID-72,1,62,active,Sparse_ARFF,,,,0.0,1026.0,5354.0,0.0,0.0,1025.0,1.0
3319,3319,QSAR-TID-20109,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3320,3320,QSAR-TID-186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3321,3321,QSAR-TID-101411,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
3322,3322,QSAR-TID-101338,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3323,3323,QSAR-TID-30035,1,62,active,Sparse_ARFF,,,,0.0,1026.0,678.0,0.0,0.0,1025.0,1.0
3324,3324,QSAR-TID-100969,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3325,3325,QSAR-TID-102913,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
3326,3326,QSAR-TID-11055,1,62,active,Sparse_ARFF,,,,0.0,1026.0,46.0,0.0,0.0,1025.0,1.0
3327,3327,QSAR-TID-101021,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
3328,3328,QSAR-TID-12474,1,62,active,Sparse_ARFF,,,,0.0,1026.0,360.0,0.0,0.0,1025.0,1.0
3329,3329,QSAR-TID-104138,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0
3330,3330,QSAR-TID-100851,1,62,active,Sparse_ARFF,,,,0.0,1026.0,526.0,0.0,0.0,1025.0,1.0
3331,3331,QSAR-TID-12755,1,62,active,Sparse_ARFF,,,,0.0,1026.0,30.0,0.0,0.0,1025.0,1.0
3332,3332,QSAR-TID-17145,1,62,active,Sparse_ARFF,,,,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0
3333,3333,QSAR-TID-10623,1,62,active,Sparse_ARFF,,,,0.0,1026.0,248.0,0.0,0.0,1025.0,1.0
3334,3334,QSAR-TID-127,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1524.0,0.0,0.0,1025.0,1.0
3335,3335,QSAR-TID-11624,1,62,active,Sparse_ARFF,,,,0.0,1026.0,742.0,0.0,0.0,1025.0,1.0
3336,3336,QSAR-TID-12998,1,62,active,Sparse_ARFF,,,,0.0,1026.0,98.0,0.0,0.0,1025.0,1.0
3337,3337,QSAR-TID-47,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1953.0,0.0,0.0,1025.0,1.0
3338,3338,QSAR-TID-10782,1,62,active,Sparse_ARFF,,,,0.0,1026.0,116.0,0.0,0.0,1025.0,1.0
3339,3339,QSAR-TID-100864,1,62,active,Sparse_ARFF,,,,0.0,1026.0,34.0,0.0,0.0,1025.0,1.0
3340,3340,QSAR-TID-13068,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3341,3341,QSAR-TID-30048,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3342,3342,QSAR-TID-11691,1,62,active,Sparse_ARFF,,,,0.0,1026.0,715.0,0.0,0.0,1025.0,1.0
3343,3343,QSAR-TID-14037,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4378.0,0.0,0.0,1025.0,1.0
3344,3344,QSAR-TID-30017,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1058.0,0.0,0.0,1025.0,1.0
3345,3345,QSAR-TID-17076,1,62,active,Sparse_ARFF,,,,0.0,1026.0,51.0,0.0,0.0,1025.0,1.0
3346,3346,QSAR-TID-10244,1,62,active,Sparse_ARFF,,,,0.0,1026.0,396.0,0.0,0.0,1025.0,1.0
3347,3347,QSAR-TID-260,1,62,active,Sparse_ARFF,,,,0.0,1026.0,18.0,0.0,0.0,1025.0,1.0
3348,3348,QSAR-TID-10373,1,62,active,Sparse_ARFF,,,,0.0,1026.0,53.0,0.0,0.0,1025.0,1.0
3349,3349,QSAR-TID-246,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1135.0,0.0,0.0,1025.0,1.0
3350,3350,QSAR-TID-168,1,62,active,Sparse_ARFF,,,,0.0,1026.0,412.0,0.0,0.0,1025.0,1.0
3351,3351,QSAR-TID-101552,1,62,active,Sparse_ARFF,,,,0.0,1026.0,73.0,0.0,0.0,1025.0,1.0
3352,3352,QSAR-TID-12673,1,62,active,Sparse_ARFF,,,,0.0,1026.0,183.0,0.0,0.0,1025.0,1.0
3353,3353,QSAR-TID-12666,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2243.0,0.0,0.0,1025.0,1.0
3354,3354,QSAR-TID-247,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1171.0,0.0,0.0,1025.0,1.0
3355,3355,QSAR-TID-10143,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3356,3356,QSAR-TID-103910,1,62,active,Sparse_ARFF,,,,0.0,1026.0,14.0,0.0,0.0,1025.0,1.0
3357,3357,QSAR-TID-12345,1,62,active,Sparse_ARFF,,,,0.0,1026.0,42.0,0.0,0.0,1025.0,1.0
3358,3358,QSAR-TID-146,1,62,active,Sparse_ARFF,,,,0.0,1026.0,683.0,0.0,0.0,1025.0,1.0
3359,3359,QSAR-TID-10982,1,62,active,Sparse_ARFF,,,,0.0,1026.0,600.0,0.0,0.0,1025.0,1.0
3360,3360,QSAR-TID-10544,1,62,active,Sparse_ARFF,,,,0.0,1026.0,203.0,0.0,0.0,1025.0,1.0
3361,3361,QSAR-TID-103071,1,62,active,Sparse_ARFF,,,,0.0,1026.0,150.0,0.0,0.0,1025.0,1.0
3362,3362,QSAR-TID-101252,1,62,active,Sparse_ARFF,,,,0.0,1026.0,33.0,0.0,0.0,1025.0,1.0
3363,3363,QSAR-TID-19905,1,62,active,Sparse_ARFF,,,,0.0,1026.0,3048.0,0.0,0.0,1025.0,1.0
3364,3364,QSAR-TID-10880,1,62,active,Sparse_ARFF,,,,0.0,1026.0,955.0,0.0,0.0,1025.0,1.0
3365,3365,QSAR-TID-10167,1,62,active,Sparse_ARFF,,,,0.0,1026.0,89.0,0.0,0.0,1025.0,1.0
3366,3366,QSAR-TID-10190,1,62,active,Sparse_ARFF,,,,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0
3367,3367,QSAR-TID-12132,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3368,3368,QSAR-TID-252,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4081.0,0.0,0.0,1025.0,1.0
3370,3370,QSAR-TID-20036,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0
3372,3372,QSAR-TID-10502,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1627.0,0.0,0.0,1025.0,1.0
3373,3373,QSAR-TID-100155,1,62,active,Sparse_ARFF,,,,0.0,1026.0,138.0,0.0,0.0,1025.0,1.0
3374,3374,QSAR-TID-11299,1,62,active,Sparse_ARFF,,,,0.0,1026.0,68.0,0.0,0.0,1025.0,1.0
3375,3375,QSAR-TID-11085,1,62,active,Sparse_ARFF,,,,0.0,1026.0,712.0,0.0,0.0,1025.0,1.0
3376,3376,QSAR-TID-12186,1,62,active,Sparse_ARFF,,,,0.0,1026.0,22.0,0.0,0.0,1025.0,1.0
3377,3377,QSAR-TID-101585,1,62,active,Sparse_ARFF,,,,0.0,1026.0,58.0,0.0,0.0,1025.0,1.0
3378,3378,QSAR-TID-11084,1,62,active,Sparse_ARFF,,,,0.0,1026.0,842.0,0.0,0.0,1025.0,1.0
3379,3379,QSAR-TID-101503,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3380,3380,QSAR-TID-101598,1,62,active,Sparse_ARFF,,,,0.0,1026.0,399.0,0.0,0.0,1025.0,1.0
3381,3381,QSAR-TID-17021,1,62,active,Sparse_ARFF,,,,0.0,1026.0,276.0,0.0,0.0,1025.0,1.0
3382,3382,QSAR-TID-101045,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
3383,3383,QSAR-TID-12718,1,62,active,Sparse_ARFF,,,,0.0,1026.0,134.0,0.0,0.0,1025.0,1.0
3385,3385,QSAR-TID-12029,1,62,active,Sparse_ARFF,,,,0.0,1026.0,28.0,0.0,0.0,1025.0,1.0
3386,3386,QSAR-TID-104385,1,62,active,Sparse_ARFF,,,,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0
3387,3387,QSAR-TID-11058,1,62,active,Sparse_ARFF,,,,0.0,1026.0,41.0,0.0,0.0,1025.0,1.0
3388,3388,QSAR-TID-10501,1,62,active,Sparse_ARFF,,,,0.0,1026.0,147.0,0.0,0.0,1025.0,1.0
3389,3389,QSAR-TID-12788,1,62,active,Sparse_ARFF,,,,0.0,1026.0,50.0,0.0,0.0,1025.0,1.0
3390,3390,QSAR-TID-100427,1,62,active,Sparse_ARFF,,,,0.0,1026.0,77.0,0.0,0.0,1025.0,1.0
3391,3391,QSAR-TID-100992,1,62,active,Sparse_ARFF,,,,0.0,1026.0,83.0,0.0,0.0,1025.0,1.0
3392,3392,QSAR-TID-100918,1,62,active,Sparse_ARFF,,,,0.0,1026.0,88.0,0.0,0.0,1025.0,1.0
3393,3393,QSAR-TID-11105,1,62,active,Sparse_ARFF,,,,0.0,1026.0,631.0,0.0,0.0,1025.0,1.0
3394,3394,QSAR-TID-20154,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1024.0,0.0,0.0,1025.0,1.0
3395,3395,QSAR-TID-13024,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3396,3396,QSAR-TID-11269,1,62,active,Sparse_ARFF,,,,0.0,1026.0,614.0,0.0,0.0,1025.0,1.0
3397,3397,QSAR-TID-12703,1,62,active,Sparse_ARFF,,,,0.0,1026.0,226.0,0.0,0.0,1025.0,1.0
3398,3398,QSAR-TID-10058,1,62,active,Sparse_ARFF,,,,0.0,1026.0,273.0,0.0,0.0,1025.0,1.0
3399,3399,QSAR-TID-20032,1,62,active,Sparse_ARFF,,,,0.0,1026.0,123.0,0.0,0.0,1025.0,1.0
3400,3400,QSAR-TID-11863,1,62,active,Sparse_ARFF,,,,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0
3401,3401,QSAR-TID-10494,1,62,active,Sparse_ARFF,,,,0.0,1026.0,233.0,0.0,0.0,1025.0,1.0
3402,3402,QSAR-TID-11081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,843.0,0.0,0.0,1025.0,1.0
3403,3403,QSAR-TID-240,1,62,active,Sparse_ARFF,,,,0.0,1026.0,272.0,0.0,0.0,1025.0,1.0
3404,3404,QSAR-TID-10497,1,62,active,Sparse_ARFF,,,,0.0,1026.0,50.0,0.0,0.0,1025.0,1.0
3405,3405,QSAR-TID-101053,1,62,active,Sparse_ARFF,,,,0.0,1026.0,80.0,0.0,0.0,1025.0,1.0
3406,3406,QSAR-TID-11870,1,62,active,Sparse_ARFF,,,,0.0,1026.0,129.0,0.0,0.0,1025.0,1.0
3407,3407,QSAR-TID-11977,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
3408,3408,QSAR-TID-12336,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
3409,3409,QSAR-TID-17134,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3410,3410,QSAR-TID-101152,1,62,active,Sparse_ARFF,,,,0.0,1026.0,101.0,0.0,0.0,1025.0,1.0
3411,3411,QSAR-TID-100859,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
3412,3412,QSAR-TID-11364,1,62,active,Sparse_ARFF,,,,0.0,1026.0,969.0,0.0,0.0,1025.0,1.0
3413,3413,QSAR-TID-10056,1,62,active,Sparse_ARFF,,,,0.0,1026.0,690.0,0.0,0.0,1025.0,1.0
3414,3414,QSAR-TID-10209,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1171.0,0.0,0.0,1025.0,1.0
3415,3415,QSAR-TID-101300,1,62,active,Sparse_ARFF,,,,0.0,1026.0,475.0,0.0,0.0,1025.0,1.0
3416,3416,QSAR-TID-10648,1,62,active,Sparse_ARFF,,,,0.0,1026.0,21.0,0.0,0.0,1025.0,1.0
3417,3417,QSAR-TID-100436,1,62,active,Sparse_ARFF,,,,0.0,1026.0,163.0,0.0,0.0,1025.0,1.0
3418,3418,QSAR-TID-11249,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
3419,3419,QSAR-TID-10368,1,62,active,Sparse_ARFF,,,,0.0,1026.0,882.0,0.0,0.0,1025.0,1.0
3420,3420,QSAR-TID-100069,1,62,active,Sparse_ARFF,,,,0.0,1026.0,471.0,0.0,0.0,1025.0,1.0
3421,3421,QSAR-TID-11722,1,62,active,Sparse_ARFF,,,,0.0,1026.0,68.0,0.0,0.0,1025.0,1.0
3422,3422,QSAR-TID-12593,1,62,active,Sparse_ARFF,,,,0.0,1026.0,26.0,0.0,0.0,1025.0,1.0
3423,3423,QSAR-TID-101407,1,62,active,Sparse_ARFF,,,,0.0,1026.0,276.0,0.0,0.0,1025.0,1.0
3424,3424,QSAR-TID-10728,1,62,active,Sparse_ARFF,,,,0.0,1026.0,172.0,0.0,0.0,1025.0,1.0
3425,3425,QSAR-TID-10273,1,62,active,Sparse_ARFF,,,,0.0,1026.0,449.0,0.0,0.0,1025.0,1.0
3426,3426,QSAR-TID-10856,1,62,active,Sparse_ARFF,,,,0.0,1026.0,121.0,0.0,0.0,1025.0,1.0
3427,3427,QSAR-TID-10576,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4103.0,0.0,0.0,1025.0,1.0
3428,3428,QSAR-TID-12128,1,62,active,Sparse_ARFF,,,,0.0,1026.0,407.0,0.0,0.0,1025.0,1.0
3429,3429,QSAR-TID-11441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,61.0,0.0,0.0,1025.0,1.0
3430,3430,QSAR-TID-10262,1,62,active,Sparse_ARFF,,,,0.0,1026.0,639.0,0.0,0.0,1025.0,1.0
3431,3431,QSAR-TID-103441,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
3432,3432,QSAR-TID-11402,1,62,active,Sparse_ARFF,,,,0.0,1026.0,413.0,0.0,0.0,1025.0,1.0
3433,3433,QSAR-TID-12824,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1261.0,0.0,0.0,1025.0,1.0
3434,3434,QSAR-TID-11692,1,62,active,Sparse_ARFF,,,,0.0,1026.0,98.0,0.0,0.0,1025.0,1.0
3435,3435,QSAR-TID-103163,1,62,active,Sparse_ARFF,,,,0.0,1026.0,19.0,0.0,0.0,1025.0,1.0
3436,3436,QSAR-TID-101392,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0
3437,3437,QSAR-TID-102981,1,62,active,Sparse_ARFF,,,,0.0,1026.0,32.0,0.0,0.0,1025.0,1.0
3438,3438,QSAR-TID-12853,1,62,active,Sparse_ARFF,,,,0.0,1026.0,62.0,0.0,0.0,1025.0,1.0
3439,3439,QSAR-TID-100912,1,62,active,Sparse_ARFF,,,,0.0,1026.0,948.0,0.0,0.0,1025.0,1.0
3440,3440,QSAR-TID-101269,1,62,active,Sparse_ARFF,,,,0.0,1026.0,675.0,0.0,0.0,1025.0,1.0
