sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,is_recid
0,39,0,2,0,0,0,3,-1.0,2885.0,3,2,1,0,0,1,1085,-1
1,23,2,0,1,0,4,2,0.0,0.0,3,8,0,0,8,0,521,-1
0,26,0,2,0,0,0,0,-1.0,1.0,7,2,1,0,2,1,550,-1
1,26,0,0,0,0,0,1,-1.0,1.0,6,3,1,0,3,1,479,-1
1,47,1,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,732,-1
0,49,1,2,0,0,0,6,-56.0,56.0,3,5,2,0,1,1,744,-1
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,6,2,21,-1
0,30,0,0,0,0,0,4,-5.0,5.0,2,2,1,0,2,1,1122,-1
0,35,0,0,0,0,0,0,-1.0,1.0,7,3,1,0,1,1,900,-1
1,29,0,2,0,0,1,8,-54.0,54.0,8,7,0,0,3,1,847,-1
0,49,1,0,0,0,0,2,-1.0,0.0,3,1,1,0,0,1,598,-1
0,65,1,2,0,0,0,1,-1.0,2.0,3,0,1,0,0,1,829,-1
1,25,0,0,0,1,3,6,-1.0,1.0,3,8,0,0,3,1,566,-1
1,47,1,0,1,0,0,10,-1.0,1.0,3,6,2,0,3,1,8,-1
1,28,0,0,0,0,0,3,0.0,0.0,3,6,2,0,7,0,966,-1
1,34,0,0,0,0,0,4,-1.0,1.0,7,1,1,0,1,1,1080,-1
1,30,0,5,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,1136,-1
1,25,0,5,0,0,0,2,-1.0,1.0,8,5,2,0,5,2,1046,-1
0,21,2,2,0,0,0,0,-2.0,2.0,3,4,2,0,4,2,457,-1
0,35,0,0,1,0,0,13,0.0,0.0,3,9,0,0,8,0,671,-1
1,54,1,0,0,0,0,3,-66.0,125.0,8,5,2,0,1,1,907,-1
1,23,2,5,0,0,0,0,-7.0,7.0,7,5,2,0,3,1,518,-1
1,50,1,5,0,0,0,5,-91.0,91.0,2,0,1,0,0,1,973,-1
1,25,0,2,0,0,0,3,-58.0,58.0,6,2,1,0,2,1,763,-1
1,27,0,0,0,0,0,5,20.0,78.0,3,9,0,0,9,0,976,-1
1,49,1,0,0,0,0,14,-1.0,0.0,8,3,1,0,0,1,453,-1
0,31,0,0,0,0,0,2,-1.0,1.0,3,1,1,0,1,1,555,-1
1,52,1,0,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,28,-1
1,37,0,2,0,0,0,3,-1.0,1.0,3,3,1,0,1,1,818,-1
1,27,0,5,0,0,0,6,-1.0,1.0,2,4,2,0,2,1,261,-1
1,57,1,0,0,0,0,27,-9.0,9.0,8,9,0,0,8,0,814,-1
0,24,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,2,1,437,-1
1,27,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,2,1,492,-1
1,21,2,0,0,0,0,0,-1.0,1.0,7,3,1,0,5,2,776,-1
1,28,0,2,0,0,0,5,0.0,0.0,3,4,2,0,3,1,1083,-1
1,38,0,5,0,0,0,2,0.0,0.0,3,3,1,0,3,1,604,-1
0,26,0,3,0,0,0,0,-1.0,1.0,7,2,1,0,1,1,494,-1
1,24,2,0,0,0,0,1,-13.0,13.0,7,1,1,0,3,1,1144,-1
1,26,0,3,0,0,0,5,-90.0,90.0,2,4,2,0,5,2,282,-1
1,22,2,0,0,0,1,4,-1.0,1.0,2,9,0,0,8,0,535,-1
1,43,0,0,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,1079,-1
1,54,1,0,0,0,0,2,-1.0,1.0,8,6,2,0,2,1,621,-1
0,24,2,0,0,0,0,0,-1.0,1.0,8,4,2,0,4,2,1143,-1
1,30,0,0,0,0,0,4,-1.0,1.0,7,7,0,0,3,1,1104,-1
1,27,0,0,0,0,0,3,-1.0,1.0,6,2,1,0,1,1,557,-1
1,22,2,2,0,0,1,0,0.0,1.0,7,2,1,0,4,2,686,-1
1,49,1,0,0,0,0,3,0.0,1.0,3,4,2,0,3,1,899,-1
1,50,1,0,0,0,0,2,-2.0,2.0,3,0,1,0,0,1,743,-1
0,59,1,0,0,0,0,2,-381.0,381.0,1,0,1,0,0,1,599,-1
0,35,0,2,0,0,0,1,-30.0,30.0,7,4,2,0,1,1,905,-1
0,36,0,2,0,0,0,1,-1.0,1.0,1,1,1,0,1,1,792,-1
1,47,1,0,0,0,0,1,-5.0,5.0,3,0,1,0,0,1,504,-1
1,32,0,0,0,0,0,3,-1.0,1.0,3,5,2,0,2,1,707,-1
0,25,0,2,0,0,0,0,-1.0,1.0,7,2,1,0,2,1,657,-1
1,31,0,0,0,0,0,7,-1.0,1.0,8,3,1,0,1,1,887,-1
1,23,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,4,2,365,-1
1,38,0,2,0,0,0,18,-12.0,12.0,3,8,0,0,3,1,135,-1
1,50,1,2,0,0,0,1,-1.0,1.0,2,1,1,0,1,1,1094,-1
1,52,1,0,0,0,0,1,-1.0,2.0,3,2,1,0,1,1,51,-1
1,23,2,0,0,0,0,3,-2.0,3.0,3,3,1,0,5,2,346,-1
1,23,2,3,0,1,2,1,-1.0,1.0,3,4,2,0,3,1,549,-1
1,59,1,0,0,0,0,17,-189.0,463.0,3,3,1,0,3,1,248,-1
0,25,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,671,-1
1,38,0,0,0,0,0,14,0.0,1.0,3,9,0,0,7,0,155,-1
1,29,0,0,0,0,0,4,-20.0,20.0,3,0,1,0,0,1,463,-1
1,31,0,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,557,-1
1,52,1,0,0,0,0,5,-1.0,1.0,3,7,0,0,1,1,280,-1
1,32,0,0,0,0,0,0,-1.0,1.0,3,5,2,0,3,1,736,-1
1,57,1,2,0,0,0,0,-3.0,3.0,8,0,1,0,0,1,816,-1
1,48,1,3,0,0,0,1,-2.0,3.0,7,0,1,0,0,1,620,-1
1,20,2,0,0,0,4,0,-1.0,1.0,2,8,0,0,6,2,322,-1
1,33,0,2,0,0,0,2,-23.0,23.0,7,1,1,0,1,1,1087,-1
1,28,0,2,0,0,0,2,0.0,1.0,3,1,1,0,2,1,54,-1
1,24,2,2,0,0,0,3,0.0,0.0,3,4,2,0,3,1,382,-1
0,30,0,0,0,4,1,12,-1.0,1.0,3,7,0,0,2,1,688,-1
1,20,2,3,0,0,0,0,-1.0,1.0,7,2,1,0,5,2,477,-1
1,30,0,2,0,0,0,3,225.0,167.0,2,3,1,0,2,1,431,-1
0,47,1,3,0,0,0,1,-61.0,61.0,3,0,1,0,0,1,1012,-1
1,26,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,953,-1
1,26,0,0,0,0,0,1,99.0,214.0,3,5,2,0,6,2,753,-1
1,24,2,0,0,0,0,1,-154.0,153.0,1,7,0,0,6,2,320,-1
1,33,0,2,0,0,0,2,-2.0,2.0,2,1,1,0,0,1,694,-1
1,39,0,2,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,811,-1
1,22,2,2,0,0,0,3,-134.0,104.0,9,9,0,0,6,2,175,-1
1,21,2,0,0,0,2,4,-29.0,29.0,3,5,2,0,4,2,89,-1
1,22,2,5,0,0,1,3,-1.0,1.0,3,2,1,0,4,2,406,-1
1,30,0,0,0,0,0,6,-1.0,1.0,3,3,1,0,3,1,1168,-1
0,35,0,0,0,0,0,2,-1.0,2.0,3,1,1,0,0,1,98,-1
1,28,0,2,0,0,0,3,0.0,0.0,2,5,2,0,8,0,1068,-1
0,34,0,0,0,0,0,1,148.0,2374.0,7,8,0,0,6,2,1157,-1
1,48,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,460,-1
1,41,0,0,0,0,0,18,-19.0,19.0,3,8,0,0,3,1,211,-1
0,61,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,849,-1
0,29,0,0,0,0,0,1,-1.0,1.0,7,1,1,0,1,1,973,-1
1,71,1,2,0,0,0,2,-17.0,17.0,7,0,1,0,0,1,505,-1
1,20,2,0,0,0,1,0,-1.0,1.0,2,3,1,0,6,2,874,-1
1,27,0,2,0,0,0,1,-101.0,101.0,3,4,2,0,2,1,104,-1
1,21,2,3,0,0,0,1,-1.0,1.0,2,4,2,0,8,0,840,-1
1,32,0,5,0,0,0,2,-14.0,14.0,3,3,1,0,4,2,725,-1
0,33,0,0,0,0,0,2,-1.0,1.0,3,2,1,0,1,1,18,-1
0,25,0,0,0,0,0,3,0.0,0.0,3,7,0,0,6,2,475,-1
1,28,0,2,0,0,0,14,-1.0,1.0,3,8,0,0,2,1,822,-1
1,31,0,0,0,0,0,9,-1.0,1.0,3,1,1,0,2,1,695,-1
1,67,1,0,0,0,0,1,19.0,259.0,1,0,1,0,0,1,1031,-1
0,21,2,5,0,0,0,2,-22.0,22.0,3,3,1,0,6,2,609,-1
1,65,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,74,-1
0,25,0,2,0,0,0,0,0.0,0.0,7,6,2,0,3,1,710,-1
1,40,0,0,0,0,0,13,-1.0,1.0,3,8,0,0,2,1,618,-1
1,57,1,3,0,0,0,1,0.0,0.0,3,0,1,0,0,1,889,-1
1,34,0,2,0,0,0,3,-157.0,158.0,3,8,0,0,5,2,654,-1
1,47,1,2,0,0,0,11,-104.0,104.0,3,3,1,0,2,1,239,-1
0,32,0,3,0,0,0,0,0.0,0.0,7,0,1,0,0,1,457,-1
1,38,0,2,0,0,0,2,-7.0,7.0,2,6,2,0,1,1,563,-1
1,21,2,0,0,0,0,0,-1.0,1.0,2,6,2,0,6,2,1172,-1
0,35,0,3,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,613,-1
0,30,0,0,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,714,-1
1,38,0,0,0,0,0,3,-1.0,1.0,3,3,1,0,0,1,1148,-1
0,22,2,0,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,610,-1
1,69,1,2,0,0,0,0,-3.0,3.0,7,0,1,0,0,1,996,-1
0,31,0,0,0,0,0,1,-1.0,1.0,3,6,2,0,4,2,686,-1
0,26,0,0,0,0,0,3,-27.0,27.0,1,4,2,0,2,1,1050,-1
1,35,0,0,2,0,0,4,-1.0,1.0,3,7,0,0,3,1,1008,-1
1,56,1,2,0,0,0,2,-39.0,39.0,3,0,1,0,0,1,980,-1
1,42,0,2,0,0,0,2,1.0,68.0,3,4,2,0,2,1,1,-1
1,39,0,2,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,991,-1
1,26,0,2,0,0,0,0,-1.0,2.0,8,3,1,0,3,1,1077,-1
1,23,2,3,0,0,0,1,-5.0,5.0,8,2,1,0,3,1,1068,-1
1,46,1,1,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,827,-1
0,51,1,2,0,0,0,0,-2.0,2.0,3,0,1,0,0,1,1155,-1
1,44,0,2,0,0,0,8,-1.0,1.0,2,4,2,0,0,1,471,-1
1,29,0,2,0,0,0,3,-2.0,2.0,3,1,1,0,1,1,230,-1
1,45,1,0,0,0,0,13,104.0,356.0,3,6,2,0,5,2,104,-1
1,21,2,0,0,0,0,0,-1.0,1.0,7,9,0,0,6,2,774,-1
1,54,1,0,0,0,0,21,-1.0,1.0,3,5,2,0,0,1,1100,-1
1,25,0,3,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,259,-1
1,41,0,0,0,0,0,6,0.0,0.0,3,2,1,0,2,1,912,-1
1,31,0,0,0,0,0,12,-1.0,1.0,3,4,2,0,1,1,29,-1
0,33,0,5,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,861,-1
1,33,0,3,0,0,0,2,-5.0,14.0,8,2,1,0,3,1,36,-1
0,31,0,2,0,0,0,2,-1.0,1.0,3,2,1,0,1,1,510,-1
1,20,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,5,2,811,-1
1,27,0,5,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,150,-1
1,25,0,0,0,0,0,3,-1.0,1.0,3,3,1,0,2,1,22,-1
1,32,0,0,0,0,0,0,-1.0,1.0,7,7,0,0,5,2,635,-1
1,22,2,0,0,0,0,7,-102.0,102.0,8,8,0,0,8,0,247,-1
1,32,0,0,0,0,0,0,-1.0,1.0,3,6,2,0,4,2,664,-1
1,50,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,495,-1
0,29,0,2,0,0,0,0,0.0,1.0,7,1,1,0,1,1,1087,-1
0,32,0,0,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,799,-1
1,25,0,3,0,0,1,0,0.0,1.0,7,1,1,0,2,1,613,-1
1,24,2,2,0,0,0,1,-37.0,37.0,3,2,1,0,2,1,809,-1
1,28,0,3,0,0,0,10,-1.0,1.0,3,8,0,0,4,2,277,-1
1,22,2,0,1,0,0,2,-1.0,1.0,3,6,2,0,7,0,51,-1
1,22,2,2,0,0,0,0,0.0,0.0,3,2,1,0,4,2,196,-1
1,33,0,0,0,3,1,21,-1.0,1.0,3,9,0,0,7,0,268,-1
1,54,1,2,0,0,0,13,80.0,144.0,3,4,2,0,4,2,589,-1
0,21,2,0,0,0,0,0,0.0,0.0,7,5,2,0,6,2,1186,-1
0,40,0,0,0,0,0,1,-73.0,73.0,3,0,1,0,0,1,1031,-1
0,25,0,2,0,0,0,5,-3.0,4.0,3,6,2,0,3,1,452,-1
1,35,0,5,0,0,0,0,-18.0,907.0,9,2,1,0,1,1,458,-1
1,41,0,5,0,0,0,0,0.0,0.0,7,0,1,0,0,1,935,-1
1,40,0,2,0,0,0,3,-1.0,1.0,3,0,1,0,0,1,1077,-1
1,31,0,5,0,0,0,0,-1.0,2.0,3,2,1,0,2,1,1103,-1
1,29,0,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,746,-1
1,21,2,0,0,0,0,1,-1.0,1.0,3,2,1,0,5,2,700,-1
1,53,1,0,0,0,0,1,-1.0,90.0,8,0,1,0,0,1,1108,-1
1,28,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,2,1,789,-1
1,22,2,3,0,0,1,0,-1.0,1.0,7,2,1,0,4,2,1067,-1
1,28,0,2,0,0,0,2,-1.0,1.0,3,6,2,0,7,0,933,-1
0,22,2,3,0,0,0,0,-1.0,1.0,7,1,1,0,3,1,780,-1
1,29,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,634,-1
1,20,2,0,0,0,0,0,-1.0,1.0,3,8,0,0,8,0,169,-1
1,23,2,2,0,0,0,0,0.0,0.0,3,2,1,0,3,1,743,-1
1,21,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,6,2,725,-1
1,40,0,0,0,0,0,2,-15.0,15.0,3,1,1,0,0,1,989,-1
1,34,0,0,0,0,0,0,0.0,0.0,3,3,1,0,3,1,1179,-1
1,53,1,0,0,0,0,1,0.0,0.0,3,3,1,0,0,1,209,-1
1,30,0,5,0,0,0,0,0.0,0.0,3,1,1,0,2,1,615,-1
0,26,0,2,0,0,0,0,-1.0,1.0,3,8,0,0,8,0,505,-1
1,42,0,0,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,430,-1
1,31,0,2,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,666,-1
1,42,0,2,0,0,0,0,0.0,1.0,3,0,1,0,0,1,575,-1
1,25,0,0,0,0,1,8,91.0,100.0,3,7,0,0,3,1,454,-1
1,30,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,732,-1
1,46,1,0,0,0,0,2,-1.0,1.0,7,5,2,0,2,1,1103,-1
1,27,0,0,0,0,0,1,-3.0,3.0,3,1,1,0,2,1,590,-1
1,25,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,3,1,926,-1
0,35,0,0,0,1,1,16,-1.0,1.0,3,9,0,0,3,1,470,-1
0,59,1,2,0,0,0,2,26.0,400.0,3,2,1,0,0,1,763,-1
1,47,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,923,-1
1,33,0,0,0,0,0,3,0.0,1.0,3,1,1,0,0,1,1086,-1
1,29,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,203,-1
1,26,0,0,0,0,0,1,0.0,1.0,3,8,0,0,7,0,224,-1
1,52,1,2,0,0,0,1,-1.0,0.0,7,9,0,0,3,1,827,-1
1,41,0,0,0,0,0,13,-1.0,1.0,2,4,2,0,4,2,1089,-1
1,32,0,3,1,1,0,20,0.0,0.0,3,9,0,0,6,2,1186,-1
1,28,0,0,0,0,0,6,-21.0,21.0,3,3,1,0,2,1,558,-1
1,46,1,0,0,0,0,2,-2.0,2.0,3,2,1,0,0,1,602,-1
1,25,0,0,0,0,0,1,-1.0,1.0,7,2,1,0,4,2,471,-1
1,52,1,0,0,0,0,2,-1.0,1.0,3,2,1,0,1,1,549,-1
1,30,0,2,0,0,0,3,653.0,105.0,3,1,1,0,0,1,969,-1
0,28,0,5,0,0,1,1,0.0,0.0,1,1,1,0,1,1,1053,-1
1,23,2,0,0,0,1,1,-1.0,1.0,3,2,1,0,2,1,513,-1
1,35,0,2,0,0,0,2,-1.0,1.0,7,1,1,0,0,1,708,-1
1,22,2,0,0,0,0,2,-1.0,1.0,3,9,0,0,6,2,1056,-1
1,32,0,0,0,0,0,9,-59.0,60.0,1,3,1,0,2,1,914,-1
0,48,1,0,0,0,0,4,-1.0,1.0,3,4,2,0,3,1,415,-1
1,44,0,0,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,654,-1
1,42,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,833,-1
1,25,0,2,0,0,0,1,-1.0,1.0,2,3,1,0,2,1,463,-1
1,33,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,544,-1
0,45,1,5,0,0,0,2,0.0,399.0,8,6,2,0,2,1,689,-1
1,31,0,2,0,0,0,0,0.0,1.0,3,4,2,0,3,1,719,-1
1,60,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,471,-1
1,28,0,2,0,0,0,4,-104.0,104.0,2,3,1,0,2,1,512,-1
1,21,2,0,1,0,1,2,-1.0,1.0,3,8,0,0,5,2,411,-1
1,30,0,0,0,0,0,0,0.0,1.0,3,0,1,0,0,1,415,-1
0,25,0,2,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,645,-1
1,26,0,3,0,0,0,0,0.0,0.0,3,1,1,0,2,1,1097,-1
1,45,1,3,0,0,0,6,-14.0,13.0,3,5,2,0,4,2,548,-1
1,45,1,0,1,0,0,16,-1.0,1.0,3,6,2,0,1,1,143,-1
1,46,1,0,0,0,0,3,-2.0,2.0,3,0,1,0,0,1,665,-1
1,26,0,2,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,561,-1
1,31,0,0,0,0,0,7,-1.0,1.0,3,9,0,0,7,0,1097,-1
1,34,0,0,0,0,0,3,-1.0,1.0,8,8,0,0,6,2,1067,-1
1,42,0,5,0,0,0,6,-1.0,1.0,8,2,1,0,0,1,602,-1
1,36,0,3,0,0,0,3,232.0,677.0,3,8,0,0,7,0,232,-1
0,20,2,5,1,0,0,1,-21.0,21.0,1,3,1,0,6,2,596,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,997,-1
1,21,2,2,0,0,1,3,-47.0,48.0,1,2,1,0,3,1,337,-1
1,22,2,2,0,0,0,0,-1.0,1.0,7,2,1,0,3,1,571,-1
1,52,1,2,0,0,0,3,-38.0,38.0,8,1,1,0,0,1,631,-1
1,22,2,0,1,0,0,2,-1.0,1.0,3,6,2,0,7,0,842,-1
1,35,0,0,2,0,0,4,-1.0,1.0,3,7,0,0,3,1,40,-1
1,25,0,0,0,0,0,10,-181.0,138.0,2,6,2,0,5,2,582,-1
1,53,1,2,0,0,0,2,-278.0,1829.0,9,1,1,0,0,1,622,-1
1,30,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,635,-1
0,21,2,0,0,0,0,0,0.0,1.0,3,8,0,0,8,0,280,-1
1,53,1,0,0,0,0,4,-24.0,25.0,3,0,1,0,0,1,550,-1
1,26,0,2,0,0,0,1,-39.0,39.0,2,3,1,0,2,1,627,-1
1,27,0,0,0,0,0,3,-15.0,15.0,3,2,1,0,4,2,80,-1
1,24,2,2,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,1084,-1
0,27,0,2,0,0,0,3,534.0,129.0,2,9,0,0,6,2,1082,-1
1,35,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,760,-1
1,61,1,2,0,0,0,0,-1.0,1.0,3,3,1,0,0,1,620,-1
1,32,0,0,0,0,0,5,-1.0,1.0,7,3,1,0,3,1,1169,-1
0,29,0,0,0,0,0,1,-67.0,68.0,3,3,1,0,1,1,716,-1
1,30,0,0,0,0,0,14,-1.0,1.0,8,6,2,0,2,1,406,-1
1,33,0,0,0,0,0,3,-1.0,1.0,3,1,1,0,1,1,605,-1
0,26,0,0,0,0,0,0,-6.0,6.0,7,8,0,0,6,2,382,-1
1,25,0,0,0,0,0,0,-1.0,1.0,9,2,1,0,4,2,1139,-1
1,41,0,0,0,0,0,9,-1.0,1.0,3,4,2,0,4,2,416,-1
1,27,0,0,0,0,0,6,841.0,127.0,3,4,2,0,4,2,841,-1
1,25,0,0,1,0,0,5,-1.0,1.0,3,8,0,0,6,2,223,-1
0,21,2,0,0,0,0,0,-1.0,1.0,3,8,0,0,4,2,700,-1
1,24,2,2,0,0,0,0,-1.0,1.0,3,9,0,0,6,2,1097,-1
1,46,1,0,1,0,0,10,-1.0,1.0,3,6,2,0,1,1,139,-1
1,27,0,5,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,331,-1
1,20,2,0,0,0,0,2,-2.0,2.0,3,7,0,0,6,2,595,-1
1,27,0,5,0,0,0,6,-1.0,1.0,2,4,2,0,2,1,224,-1
0,63,1,0,0,0,0,1,-1.0,2.0,7,0,1,0,0,1,729,-1
1,22,2,5,0,0,0,1,-1.0,1.0,3,5,2,0,5,2,700,-1
1,61,1,0,0,0,0,5,-13.0,13.0,3,1,1,0,0,1,1163,-1
1,42,0,2,0,0,0,0,-1.0,1.0,2,3,1,0,0,1,726,-1
0,48,1,2,0,0,0,0,0.0,0.0,8,0,1,0,0,1,808,-1
0,33,0,3,0,0,0,0,-2.0,2.0,2,1,1,0,0,1,1032,-1
0,40,0,5,0,0,0,0,-4.0,4.0,3,0,1,0,0,1,977,-1
1,47,1,2,0,0,0,0,-1.0,2.0,8,0,1,0,0,1,767,-1
1,38,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,785,-1
0,27,0,0,0,0,0,0,-1.0,1.0,3,2,1,0,2,1,1040,-1
1,22,2,0,0,0,0,0,-2.0,2.0,8,5,2,0,4,2,837,-1
1,24,2,5,0,0,0,1,-1.0,1.0,3,5,2,0,5,2,562,-1
0,37,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,617,-1
1,58,1,2,0,0,0,5,-1.0,1.0,7,1,1,0,0,1,221,-1
1,32,0,0,0,0,0,13,-1.0,1.0,3,7,0,0,2,1,356,-1
1,21,2,3,0,0,3,1,-25.0,25.0,3,7,0,0,5,2,615,-1
0,21,2,0,0,0,0,0,0.0,1.0,3,8,0,0,8,0,211,-1
0,52,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,613,-1
1,38,0,0,0,0,0,1,-1.0,1.0,3,7,0,0,1,1,185,-1
1,23,2,2,0,0,0,0,-1.0,1.0,7,8,0,0,5,2,1168,-1
1,40,0,0,0,0,0,30,-135.0,105.0,7,9,0,0,2,1,574,-1
1,24,2,0,0,0,0,2,-1.0,1.0,3,3,1,0,3,1,526,-1
1,38,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,803,-1
0,46,1,2,0,0,0,2,-43.0,43.0,3,2,1,0,0,1,701,-1
1,52,1,5,0,0,0,2,-1.0,1.0,7,1,1,0,0,1,669,-1
1,63,1,0,0,0,0,6,-1.0,0.0,3,2,1,0,1,1,1075,-1
1,33,0,0,0,0,0,2,-1.0,588.0,8,3,1,0,3,1,776,-1
1,43,0,0,0,0,0,7,0.0,0.0,3,3,1,0,2,1,788,-1
1,36,0,3,0,0,0,0,0.0,0.0,3,0,1,0,0,1,1158,-1
1,37,0,2,0,0,0,0,-2.0,2.0,3,0,1,0,0,1,603,-1
1,34,0,2,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,530,-1
1,29,0,0,0,0,0,0,0.0,0.0,8,1,1,0,2,1,1087,-1
1,39,0,2,0,0,0,1,-3.0,4.0,3,2,1,0,3,1,781,-1
1,24,2,0,0,0,0,0,-1.0,1.0,7,3,1,0,4,2,1077,-1
1,27,0,2,0,0,0,2,-1.0,1.0,3,1,1,0,2,1,838,-1
1,26,0,2,0,0,0,2,0.0,1.0,3,3,1,0,6,2,1177,-1
1,25,0,2,0,0,1,3,-1.0,2.0,3,6,2,0,4,2,1089,-1
1,39,0,2,0,0,0,1,0.0,0.0,7,0,1,0,0,1,626,-1
0,24,2,0,0,0,0,2,-1.0,1.0,7,5,2,0,4,2,214,-1
1,21,2,2,0,0,1,0,-1.0,1.0,3,7,0,0,5,2,561,-1
1,24,2,0,0,0,0,0,-1.0,1.0,7,6,2,0,3,1,1082,-1
1,22,2,0,0,0,0,3,-1.0,1.0,3,7,0,0,9,0,763,-1
1,29,0,2,0,0,0,0,-1.0,1.0,9,0,1,0,1,1,1089,-1
1,43,0,3,0,0,0,1,305.0,1.0,3,2,1,0,1,1,305,-1
1,32,0,0,0,0,0,5,-1.0,1.0,7,3,1,0,3,1,1025,-1
1,42,0,2,0,0,0,2,1.0,68.0,3,4,2,0,2,1,240,-1
1,29,0,0,0,0,0,0,-1.0,1.0,7,4,2,0,2,1,45,-1
1,47,1,2,0,0,0,0,-1.0,1.0,7,1,1,0,0,1,1053,-1
1,53,1,3,0,0,0,1,-1.0,1.0,3,3,1,0,0,1,677,-1
1,47,1,2,0,0,0,1,-1.0,1.0,8,4,2,0,2,1,870,-1
1,40,0,5,0,0,0,1,0.0,1.0,7,0,1,0,0,1,486,-1
1,33,0,2,0,0,0,1,-1.0,1.0,3,1,1,0,1,1,1051,-1
1,26,0,0,0,0,0,1,99.0,214.0,3,5,2,0,6,2,99,-1
1,42,0,2,0,0,0,5,0.0,0.0,1,6,2,0,0,1,1130,-1
1,55,1,3,0,0,0,2,-28.0,28.0,7,2,1,0,3,1,662,-1
1,35,0,0,0,0,0,29,-101.0,101.0,2,5,2,0,7,0,905,-1
1,31,0,2,0,0,0,6,-1.0,1.0,3,3,1,0,2,1,910,-1
1,22,2,0,0,0,0,2,-64.0,64.0,3,5,2,0,6,2,968,-1
1,50,1,0,0,0,0,16,0.0,0.0,7,6,2,0,4,2,567,-1
1,21,2,3,0,0,0,0,0.0,1.0,3,6,2,0,5,2,129,-1
0,29,0,3,0,0,0,0,-3.0,3.0,8,2,1,0,1,1,1033,-1
1,38,0,3,0,0,0,0,0.0,1.0,7,0,1,0,0,1,628,-1
1,56,1,2,0,0,0,4,0.0,0.0,3,0,1,0,0,1,806,-1
1,25,0,0,0,0,0,1,0.0,0.0,3,5,2,0,5,2,792,-1
1,48,1,0,0,0,0,8,-1.0,1072.0,7,7,0,0,0,1,285,-1
1,32,0,0,0,0,0,2,-1.0,1.0,7,1,1,0,1,1,965,-1
1,22,2,2,0,0,0,0,-1.0,1.0,3,5,2,0,4,2,1123,-1
1,31,0,0,0,0,0,0,-1.0,1.0,2,5,2,0,2,1,860,-1
1,21,2,3,0,0,0,0,0.0,0.0,7,2,1,0,5,2,809,-1
1,24,2,3,0,0,0,0,-1.0,1.0,3,5,2,0,5,2,561,-1
