age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,89559.0,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,Germany,<=50K
2,Self-emp-not-inc,32533.0,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,,255969.0,12th,8,Never-married,,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Self-emp-inc,112376.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,,346053.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,147653.0,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,0,3,1,,>50K
4,Self-emp-not-inc,44915.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Local-gov,111450.0,10th,6,Never-married,Craft-repair,Unmarried,Black,Male,0,0,4,Haiti,<=50K
4,Private,171429.0,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Local-gov,190964.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,109005.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,404453.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,280169.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
2,Self-emp-not-inc,163204.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,192256.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,181755.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,183105.0,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,2,Cuba,<=50K
2,Private,335168.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Local-gov,86643.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,180262.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,127865.0,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,146042.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1,0,3,United-States,>50K
3,Self-emp-not-inc,102110.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K
2,Private,152237.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,,>50K
0,Private,202745.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,199303.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,266467.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Federal-gov,345259.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
0,Private,204935.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Federal-gov,244830.0,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,2,0,2,United-States,>50K
0,Private,190457.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,180138.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,166585.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,29962.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,191129.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,378707.0,10th,6,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,116358.0,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,4,0,3,United-States,>50K
3,Private,240629.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
2,Private,233320.0,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Self-emp-inc,302708.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3,0,3,Japan,>50K
4,Private,29375.0,HS-grad,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
2,Local-gov,137314.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
2,Private,140886.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,226968.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,151793.0,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,56460.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,3,0,United-States,<=50K
0,Private,72887.0,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,0,Vietnam,<=50K
1,Private,261646.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,178615.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
1,Private,295589.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,3,United-States,>50K
1,Self-emp-inc,377836.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,56510.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,337696.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,183765.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,107846.0,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Local-gov,22641.0,HS-grad,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,204590.0,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,2,United-States,>50K
1,Private,114801.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,190591.0,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,State-gov,220066.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,>50K
0,,228480.0,HS-grad,9,Married-civ-spouse,,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,128378.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,157595.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,152171.0,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,339755.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,,>50K
3,Private,240841.0,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,94345.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Self-emp-not-inc,289116.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,3,United-States,<=50K
4,Private,176647.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,79627.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,210781.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
0,,161981.0,10th,6,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,493443.0,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,86459.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,>50K
4,Private,312242.0,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,185408.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,101077.0,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,<=50K
3,Private,147200.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,State-gov,166327.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,1,United-States,<=50K
3,Private,178644.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,126675.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,,<=50K
1,Private,158420.0,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,,83046.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,46609.0,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,,<=50K
0,,170320.0,11th,7,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,37232.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
3,Private,141877.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,81654.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
3,Private,177705.0,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,124792.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3,0,2,United-States,>50K
1,Self-emp-not-inc,129497.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Private,114413.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,189511.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,111625.0,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,3,0,2,United-States,>50K
2,Private,246431.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,147654.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,443546.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,281751.0,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,263128.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,292692.0,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,Mexico,<=50K
3,Self-emp-inc,96798.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
1,Private,430554.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,317078.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,108557.0,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,4,0,2,United-States,>50K
1,Private,207400.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,187089.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
3,Local-gov,398986.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,3,3,United-States,>50K
2,Private,238980.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,,407495.0,HS-grad,9,Married-spouse-absent,,Not-in-family,White,Male,0,0,4,United-States,<=50K
1,Private,183800.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,,226989.0,HS-grad,9,Divorced,,Not-in-family,White,Male,2,0,2,United-States,<=50K
2,Private,287190.0,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,1,United-States,<=50K
1,Private,111363.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,260938.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,183594.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
4,,49194.0,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
0,,117618.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,172496.0,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,389713.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,174413.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,State-gov,189843.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,198546.0,Masters,14,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,82497.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,193090.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
4,Private,172220.0,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,1,0,1,United-States,<=50K
3,Private,208451.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,,234277.0,HS-grad,9,Married-spouse-absent,,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,163729.0,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,1,0,2,United-States,<=50K
2,Private,434097.0,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,192053.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1,2,United-States,<=50K
0,State-gov,178628.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,96827.0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,2,Canada,<=50K
1,Private,154667.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,160246.0,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Self-emp-not-inc,166036.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,186813.0,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,162312.0,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,2,United-States,<=50K
4,Private,183893.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,,270228.0,Assoc-acdm,12,Married-civ-spouse,,Husband,Black,Male,3,0,2,United-States,>50K
2,Private,111829.0,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,175669.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
0,State-gov,104097.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Local-gov,117618.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Self-emp-inc,202450.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,109570.0,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,101096.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,>50K
2,Private,236391.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
0,Private,136975.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,167523.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,3,2,United-States,<=50K
1,Private,240979.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,248612.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,>50K
2,Private,151023.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,1,0,2,United-States,<=50K
1,Private,236436.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,2,United-States,>50K
1,,153167.0,Some-college,10,Never-married,,Own-child,Black,Female,0,0,2,United-States,<=50K
3,Private,61735.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,243165.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,>50K
0,Private,388885.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Self-emp-inc,84979.0,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,2,United-States,>50K
1,Self-emp-not-inc,87209.0,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,168539.0,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,179013.0,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,Private,196643.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,Self-emp-not-inc,68898.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3,0,3,United-States,>50K
1,Private,156464.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,35884.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,182714.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,344425.0,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,0,United-States,<=50K
2,Self-emp-not-inc,177277.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,70767.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,520078.0,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,0,0,3,United-States,<=50K
3,Local-gov,321770.0,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,0,0,1,United-States,<=50K
1,Private,158416.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,312667.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,208656.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,0,0,United-States,<=50K
1,Private,31481.0,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,259531.0,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,186239.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,162954.0,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,249315.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,308237.0,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,<=50K
0,Private,103064.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,185847.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,168521.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,198170.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
0,Private,353628.0,10th,6,Separated,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,,273285.0,11th,7,Never-married,,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,272069.0,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,22328.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Private,309212.0,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Self-emp-inc,148888.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Local-gov,324637.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Self-emp-inc,55139.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,,212206.0,Masters,14,Married-civ-spouse,,Wife,White,Female,0,2,3,United-States,>50K
1,Private,119004.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,3,2,United-States,<=50K
2,Private,252079.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
4,Private,315868.0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,392325.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
2,State-gov,174283.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,3,United-States,>50K
0,Private,126832.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,126071.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,265706.0,Masters,14,Never-married,Sales,Unmarried,White,Male,0,0,3,United-States,>50K
2,Private,282964.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,328518.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,State-gov,283499.0,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,286675.0,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,2,United-States,<=50K
4,Private,136472.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,3,United-States,<=50K
2,Private,132879.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,314798.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,143943.0,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,134367.0,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Local-gov,366796.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,195573.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,33616.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,164190.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,380281.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,1,Columbia,<=50K
4,Self-emp-inc,190763.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,209535.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,156003.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,55699.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,183151.0,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,2,United-States,>50K
2,Private,198790.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K
1,Self-emp-not-inc,272359.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,4,United-States,>50K
1,Private,236481.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,India,<=50K
3,Private,143266.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K
3,Private,192386.0,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,99543.0,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,169435.0,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,34572.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,119272.0,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,211601.0,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,154785.0,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,0,0,1,United-States,<=50K
0,Private,213041.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,Cuba,<=50K
4,Private,229939.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,175331.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,226443.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,46561.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,161311.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K
3,Private,98215.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
