rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
SMOTE,,7,features_normalization_imputation_rebalancing_discretization_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,4,1,,4,3,4,gini,fail,-inf
FunctionTransformer,,,normalization_imputation_rebalancing_discretization_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,PCA,7,,Binarizer,0.0,,,,,MLPClassifier,,10,,1,,,,,,,,fail,-inf
NearMiss,1,,rebalancing_discretization_features_normalization_imputation_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,random,,,,5,5,,2,3,2,entropy,previous_constraint,-inf
NearMiss,3,,discretization_imputation_normalization_rebalancing_features_classification,False,,False,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,9,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,5,5,,2,3,3,entropy,success,0.7785775543076052
NearMiss,3,,normalization_imputation_features_rebalancing_discretization_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,features_discretization_imputation_rebalancing_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,kmeans,7,ordinal,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,fail,-inf
NearMiss,2,,normalization_rebalancing_features_discretization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,,17,,,,manhattan,,,,,success,0.7144734665447738
FunctionTransformer,,,rebalancing_imputation_normalization_features_discretization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,discretization_features_rebalancing_normalization_imputation_classification,False,,True,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,7,features_rebalancing_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,normalization_rebalancing_features_imputation_discretization_classification,False,,False,,StandardScaler,SimpleImputer,most_frequent,,,PCA,7,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,features_discretization_normalization_imputation_rebalancing_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_normalization_discretization_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,7,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,random,,,,5,3,,5,2,3,gini,previous_constraint,-inf
NearMiss,3,,rebalancing_discretization_features_normalization_imputation_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_normalization_imputation_rebalancing_features_classification,,,,,PowerTransformer,IterativeImputer,,constant,random,PCA,7,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,1,,discretization_normalization_features_rebalancing_imputation_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,PCA,7,,FunctionTransformer,,,,,,MLPClassifier,,200,,200,,,,,,,,fail,-inf
FunctionTransformer,,,features_imputation_discretization_rebalancing_normalization_classification,False,,False,,StandardScaler,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_normalization_features_rebalancing_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,features_imputation_normalization_rebalancing_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,4,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,fail,-inf
NearMiss,1,,imputation_features_normalization_rebalancing_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,PCA,3,,Binarizer,2.0,,,,,MLPClassifier,,200,,200,,,,,,,,previous_constraint,-inf
SMOTE,,6,imputation_discretization_rebalancing_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,SelectKBest,,9,KBinsDiscretizer,,quantile,3,ordinal,,MLPClassifier,,5,,25,,,,,,,,previous_constraint,-inf
NearMiss,1,,rebalancing_features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,3,ordinal,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,1,,discretization_normalization_imputation_features_rebalancing_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,PCA,2,,FunctionTransformer,,,,,,MLPClassifier,,200,,10,,,,,,,,fail,-inf
SMOTE,,5,features_discretization_rebalancing_imputation_normalization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,PCA,1,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,9,,,,manhattan,,,,,success,0.843786513429977
NearMiss,3,,imputation_normalization_rebalancing_discretization_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,3,Binarizer,0.5,,,,distance,KNeighborsClassifier,,,15,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_rebalancing_features_discretization_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,success,0.6112428714466066
SMOTE,,7,imputation_normalization_features_discretization_rebalancing_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,random,PCA,1,,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,discretization_features_normalization_imputation_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,3,,imputation_features_discretization_normalization_rebalancing_classification,True,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,9,KBinsDiscretizer,,quantile,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,imputation_rebalancing_normalization_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,,MLPClassifier,,25,,1,,,,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_features_imputation_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_normalization_rebalancing_imputation_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,random,,,,4,1,,2,3,1,gini,previous_constraint,-inf
NearMiss,1,,imputation_rebalancing_normalization_features_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,9,KBinsDiscretizer,,quantile,7,ordinal,,MLPClassifier,,200,,1,,,,,,,,success,0.8568710548082364
NearMiss,3,,normalization_discretization_features_rebalancing_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,random,,,,5,1,,2,3,4,entropy,previous_constraint,-inf
NearMiss,1,,discretization_normalization_features_rebalancing_imputation_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,random,,,,5,2,,5,3,4,entropy,previous_constraint,-inf
NearMiss,2,,rebalancing_discretization_normalization_features_imputation_classification,False,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,kmeans,3,ordinal,,MLPClassifier,,5,,5,,,,,,,,fail,-inf
NearMiss,1,,imputation_normalization_rebalancing_discretization_features_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,SelectKBest,,7,FunctionTransformer,,,,,,MLPClassifier,,5,,100,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,features_imputation_discretization_rebalancing_normalization_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,3,1,,2,3,3,entropy,fail,-inf
SMOTE,,5,imputation_rebalancing_normalization_discretization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,discretization_normalization_imputation_rebalancing_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,PCA,7,,FunctionTransformer,,,,,,MLPClassifier,,50,,200,,,,,,,,success,0.7981709546819903
FunctionTransformer,,,normalization_features_rebalancing_imputation_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,ascending,SelectKBest,,4,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,success,0.862122023420835
SMOTE,,7,discretization_normalization_rebalancing_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,uniform,7,ordinal,,DecisionTreeClassifier,best,,,,5,5,,2,1,1,entropy,previous_constraint,-inf
SMOTE,,5,rebalancing_imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,SelectKBest,,1,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,6,imputation_normalization_rebalancing_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,13,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,discretization_normalization_features_rebalancing_imputation_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,1,,normalization_features_discretization_imputation_rebalancing_classification,,,,,FunctionTransformer,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,features_rebalancing_normalization_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,quantile,3,ordinal,,MLPClassifier,,5,,50,,,,,,,,previous_constraint,-inf
SMOTE,,7,discretization_rebalancing_imputation_features_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,descending,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,6,discretization_imputation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,8,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_features_normalization_imputation_discretization_classification,,False,,True,RobustScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,9,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,fail,-inf
SMOTE,,6,rebalancing_imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,SelectKBest,,1,KBinsDiscretizer,,quantile,7,ordinal,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,1,,rebalancing_imputation_normalization_discretization_features_classification,False,,False,,StandardScaler,FunctionTransformer,,,,PCA,3,,KBinsDiscretizer,,quantile,7,ordinal,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
SMOTE,,7,features_discretization_rebalancing_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,6,rebalancing_features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
FunctionTransformer,,,features_discretization_rebalancing_normalization_imputation_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,descending,PCA,7,,Binarizer,5.0,,,,,MLPClassifier,,200,,1,,,,,,,,previous_constraint,-inf
SMOTE,,7,normalization_features_imputation_discretization_rebalancing_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,7,,KBinsDiscretizer,,kmeans,3,ordinal,,DecisionTreeClassifier,random,,,,5,5,,2,1,1,entropy,previous_constraint,-inf
SMOTE,,5,imputation_discretization_rebalancing_features_normalization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,imputation_features_discretization_normalization_rebalancing_classification,False,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,,17,,,,euclidean,,,,,fail,-inf
NearMiss,1,,features_imputation_normalization_discretization_rebalancing_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,2.0,,,,,DecisionTreeClassifier,random,,,,5,5,,2,1,4,gini,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_normalization_rebalancing_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,normalization_rebalancing_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,,,5,4,,5,1,4,entropy,previous_constraint,-inf
FunctionTransformer,,,normalization_features_discretization_imputation_rebalancing_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,roman,PCA,1,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,15,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,5,rebalancing_discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,5,3,,2,3,2,gini,success,0.5159407513821775
NearMiss,3,,normalization_rebalancing_features_discretization_imputation_classification,,True,,True,RobustScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,discretization_imputation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,9,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,7,features_normalization_rebalancing_discretization_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,MLPClassifier,,100,,10,,,,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,Binarizer,5.0,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_features_discretization_normalization_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,3,ordinal,,MLPClassifier,,50,,200,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_rebalancing_imputation_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,PCA,7,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_imputation_normalization_rebalancing_features_classification,True,,True,,StandardScaler,FunctionTransformer,,,,SelectKBest,,9,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,fail,-inf
FunctionTransformer,,,features_rebalancing_normalization_discretization_imputation_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,4,,Binarizer,0.0,,,,,DecisionTreeClassifier,random,,,,5,5,,5,1,1,entropy,fail,-inf
FunctionTransformer,,,discretization_normalization_features_rebalancing_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,6,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,success,0.862122023420835
FunctionTransformer,,,rebalancing_features_discretization_normalization_imputation_classification,False,,False,,StandardScaler,FunctionTransformer,,,,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,,,2,5,,5,1,4,gini,previous_constraint,-inf
NearMiss,1,,discretization_imputation_normalization_rebalancing_features_classification,,True,,False,RobustScaler,FunctionTransformer,,,,PCA,7,,KBinsDiscretizer,,uniform,7,ordinal,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,imputation_discretization_features_normalization_rebalancing_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,7,,FunctionTransformer,,,,,,MLPClassifier,,5,,50,,,,,,,,fail,-inf
FunctionTransformer,,,discretization_normalization_rebalancing_imputation_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,6,,KBinsDiscretizer,,uniform,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,normalization_imputation_rebalancing_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,random,,,,5,5,,5,1,1,gini,previous_constraint,-inf
FunctionTransformer,,,imputation_rebalancing_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,SelectKBest,,5,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
SMOTE,,7,rebalancing_imputation_discretization_normalization_features_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,ascending,PCA,1,,Binarizer,2.0,,,,,DecisionTreeClassifier,random,,,,2,1,,2,3,4,entropy,fail,-inf
NearMiss,2,,features_imputation_discretization_normalization_rebalancing_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_features_discretization_rebalancing_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,random,PCA,7,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,success,0.4447771102694702
FunctionTransformer,,,imputation_rebalancing_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,50,,200,,,,,,,,success,0.7546240912454835
NearMiss,3,,normalization_discretization_features_rebalancing_imputation_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
SMOTE,,7,imputation_normalization_features_discretization_rebalancing_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,PCA,5,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,,3,,,,euclidean,,,,,previous_constraint,-inf
SMOTE,,7,discretization_imputation_normalization_features_rebalancing_classification,,False,,False,RobustScaler,IterativeImputer,,constant,ascending,PCA,7,,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,200,,25,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_rebalancing_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,9,KBinsDiscretizer,,quantile,7,ordinal,,MLPClassifier,,5,,1,,,,,,,,success,0.862122023420835
FunctionTransformer,,,normalization_discretization_features_rebalancing_imputation_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,2,5,,5,3,2,gini,fail,-inf
NearMiss,3,,imputation_features_normalization_discretization_rebalancing_classification,False,,False,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,9,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,features_normalization_discretization_rebalancing_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,9,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,5,,5,1,1,entropy,fail,-inf
NearMiss,1,,rebalancing_normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,best,,,,2,2,,2,3,1,gini,success,0.5
FunctionTransformer,,,imputation_normalization_discretization_features_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,7,,KBinsDiscretizer,,quantile,3,ordinal,distance,KNeighborsClassifier,,,13,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,7,imputation_features_rebalancing_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,7,FunctionTransformer,,,,,,MLPClassifier,,50,,200,,,,,,,,previous_constraint,-inf
SMOTE,,7,imputation_discretization_rebalancing_features_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
SMOTE,,6,rebalancing_features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,2,,normalization_features_discretization_rebalancing_imputation_classification,False,,True,,StandardScaler,IterativeImputer,,constant,descending,PCA,6,,Binarizer,2.0,,,,,MLPClassifier,,200,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_features_discretization_normalization_rebalancing_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,minkowski,,,,,fail,-inf
NearMiss,3,,normalization_imputation_features_discretization_rebalancing_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,success,0.8036337120717427
FunctionTransformer,,,rebalancing_discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,9,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_normalization_rebalancing_features_imputation_classification,,,,,PowerTransformer,IterativeImputer,,constant,descending,PCA,1,,Binarizer,5.0,,,,,MLPClassifier,,200,,25,,,,,,,,fail,-inf
SMOTE,,6,features_rebalancing_normalization_discretization_imputation_classification,False,,False,,StandardScaler,FunctionTransformer,,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,4,1,,5,3,1,gini,previous_constraint,-inf
SMOTE,,7,imputation_rebalancing_discretization_normalization_features_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,,MLPClassifier,,200,,100,,,,,,,,success,0.5846687127247399
NearMiss,2,,imputation_discretization_rebalancing_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,arabic,PCA,7,,KBinsDiscretizer,,kmeans,7,ordinal,,DecisionTreeClassifier,best,,,,2,1,,5,3,1,gini,previous_constraint,-inf
NearMiss,1,,discretization_normalization_features_rebalancing_imputation_classification,True,,False,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,50,,1,,,,,,,,fail,-inf
NearMiss,2,,rebalancing_normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,5,discretization_features_normalization_imputation_rebalancing_classification,,True,,False,RobustScaler,IterativeImputer,,constant,descending,SelectKBest,,9,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,success,0.7878438030560272
SMOTE,,5,imputation_normalization_features_rebalancing_discretization_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,7,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,success,0.6263813068651778
FunctionTransformer,,,imputation_features_discretization_rebalancing_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,PCA,7,,KBinsDiscretizer,,quantile,3,ordinal,,GaussianNB,,,,,,,,,,,,fail,-inf
FunctionTransformer,,,imputation_rebalancing_discretization_features_normalization_classification,False,,False,,StandardScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_imputation_normalization_rebalancing_features_classification,False,,False,,StandardScaler,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,3,1,,3,3,4,gini,previous_constraint,-inf
SMOTE,,7,normalization_features_discretization_imputation_rebalancing_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,features_normalization_discretization_rebalancing_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,5,,,,minkowski,,,,,previous_constraint,-inf
