prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,euclidean,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_discretization_normalization_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,PCA,2,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,4,,2,2,1,entropy,fail,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,kmeans,5,ordinal,,DecisionTreeClassifier,random,,2,1,,2,1,1,entropy,fail,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.7326581341691698
discretization_features_normalization_imputation_classification,,True,,True,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,1,,4,2,3,gini,success,0.7082303774324148
imputation_features_discretization_normalization_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,PCA,3,,KBinsDiscretizer,,uniform,4,ordinal,,DecisionTreeClassifier,best,,2,1,,4,1,3,gini,fail,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,arabic,SelectKBest,,1,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,3,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,4,1,,4,1,1,gini,fail,-inf
discretization_normalization_features_imputation_classification,,True,,False,RobustScaler,IterativeImputer,,constant,arabic,PCA,3,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,3,Binarizer,2.0,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,True,,False,RobustScaler,FunctionTransformer,,,,PCA,3,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,5,ordinal,,DecisionTreeClassifier,best,,2,1,,3,1,1,entropy,fail,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,3,1,,2,2,3,gini,success,0.6504035523050804
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,IterativeImputer,,constant,arabic,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,3,,4,2,2,entropy,fail,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,PCA,2,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,PCA,2,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,4,,2,1,3,gini,fail,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,False,,False,,StandardScaler,IterativeImputer,,constant,roman,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,random,,2,4,,4,1,2,entropy,success,0.555561142309869
normalization_discretization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,KBinsDiscretizer,,uniform,3,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,,DecisionTreeClassifier,random,,2,4,,2,2,1,gini,fail,-inf
discretization_imputation_features_normalization_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,KBinsDiscretizer,,uniform,6,ordinal,uniform,KNeighborsClassifier,,13,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,4,1,,4,1,3,gini,fail,-inf
imputation_normalization_features_discretization_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,random,PCA,1,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_discretization_features_classification,,,,,PowerTransformer,IterativeImputer,,constant,descending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,2,,4,2,1,entropy,success,0.49949066213921894
imputation_features_normalization_discretization_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,success,0.6370253798267381
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.7935562230638631
discretization_features_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8177874276261374
imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,minkowski,,,,,success,0.7655371990770972
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.8112820512820512
discretization_imputation_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.8149000914196162
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.7732647686213051
discretization_imputation_features_normalization_classification,,True,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,1,,3,1,3,entropy,fail,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,3,,2,2,3,gini,success,0.6504035523050804
imputation_normalization_features_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,3,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,13,,,minkowski,,,,,fail,-inf
features_discretization_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.7732647686213051
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.8001275521309477
imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,2,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,minkowski,,,,,success,0.775505637542989
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7992501414827392
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.7978805885681945
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.802475947934352
normalization_discretization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.7910796221322537
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,fail,-inf
imputation_discretization_normalization_features_classification,False,,True,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.8026326672761307
features_discretization_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,fail,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7989284315005876
discretization_features_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.796782900178486
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7930157590004787
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.7809831962039093
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,PCA,3,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,6,,,manhattan,,,,,success,0.7990577249575552
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,4,,,manhattan,,,,,success,0.7833002481389577
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,6,,,manhattan,,,,,success,0.7971076574811718
discretization_features_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,6,,,manhattan,,,,,success,0.715235949675678
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,5,,,manhattan,,,,,success,0.7898315267075878
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.8057448522049541
imputation_features_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.791099647381481
normalization_imputation_features_discretization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,fail,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7994075138217753
imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,4,4,,2,1,1,gini,success,0.5
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,descending,PCA,1,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,best,,2,4,,4,2,3,entropy,success,0.5451754385964913
normalization_imputation_features_discretization_classification,False,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7006573505724609
features_discretization_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.7964311523224936
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.7947300944669367
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7989284315005876
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,ascending,PCA,3,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,fail,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,PowerTransformer,IterativeImputer,,constant,random,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,2,4,,2,1,2,gini,success,0.5
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,4,,,manhattan,,,,,success,0.7733228853772147
normalization_discretization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,5,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.7989284315005876
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.8077484654564451
discretization_features_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
