prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,fail,-inf
features_discretization_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,euclidean,,,,,fail,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,fail,-inf
normalization_features_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.862122023420835
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.6239388794567062
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,fail,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,17,,,manhattan,,,,,fail,-inf
