0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
39.0,3.0,0.0,5.0,84.0,0.0,0.0,20.0,7.0,3.0,2.0,12.0,10.0,0.0,2.0,9.0,0.0,2.0,9.0,10.0,11.0,0.0,0.0,0.0,32.0,0.0,25.0,9.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,46.0,20.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,140.0,1.0,3.0,0.0,0.0,5.0,28.0,7.0,6.0,39.0,10.0,1.0,9.0,6.0,1.0,0.0,20.0,2.0,0.0,3.0,1.0
50.0,2.0,0.0,3.0,68.0,0.0,0.0,13.0,6.0,1.0,5.0,7.0,4.0,3.0,3.0,6.0,1.0,2.0,13.0,5.0,17.0,1.0,1.0,0.0,32.0,1.0,29.0,6.0,3.0,27.0,1.0,0.0,2.0,2.0,0.0,3.0,10.0,5.0,51.0,5.0,11.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,18.0,112.0,7.0,2.0,2.0,1.0,3.0,40.0,8.0,2.0,34.0,10.0,5.0,1.0,4.0,3.0,1.0,20.0,1.0,0.0,3.0,1.0
30.0,5.0,0.0,5.0,96.0,3.0,0.0,27.0,10.0,3.0,3.0,6.0,8.0,2.0,3.0,3.0,0.0,2.0,18.0,6.0,12.0,0.0,0.0,0.0,14.0,3.0,33.0,11.0,0.0,21.0,2.0,1.0,5.0,0.0,0.0,7.0,5.0,2.0,45.0,18.0,3.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,11.0,144.0,3.0,1.0,6.0,1.0,6.0,37.0,6.0,6.0,17.0,10.0,1.0,4.0,5.0,4.0,0.0,13.0,10.0,0.0,3.0,1.0
42.0,6.0,0.0,3.0,83.0,2.0,0.0,16.0,14.0,0.0,1.0,13.0,9.0,0.0,0.0,7.0,2.0,4.0,14.0,11.0,7.0,0.0,2.0,0.0,36.0,1.0,35.0,9.0,0.0,19.0,4.0,0.0,5.0,0.0,0.0,5.0,5.0,1.0,45.0,13.0,2.0,2.0,5.0,0.0,0.0,5.0,1.0,1.0,5.0,18.0,111.0,2.0,3.0,3.0,1.0,5.0,31.0,1.0,5.0,38.0,8.0,1.0,6.0,6.0,2.0,0.0,10.0,4.0,0.0,3.0,1.0
46.0,1.0,0.0,3.0,66.0,0.0,0.0,15.0,16.0,1.0,3.0,6.0,5.0,0.0,0.0,5.0,1.0,2.0,12.0,9.0,14.0,0.0,1.0,0.0,28.0,1.0,36.0,6.0,2.0,26.0,8.0,0.0,8.0,0.0,0.0,3.0,10.0,0.0,58.0,17.0,5.0,2.0,6.0,0.0,0.0,3.0,2.0,4.0,3.0,16.0,138.0,8.0,3.0,4.0,2.0,5.0,32.0,1.0,10.0,26.0,10.0,1.0,5.0,13.0,1.0,0.0,21.0,4.0,0.0,3.0,1.0
30.0,7.0,3.0,0.0,75.0,2.0,0.0,7.0,10.0,4.0,1.0,16.0,5.0,0.0,2.0,4.0,0.0,0.0,13.0,7.0,19.0,0.0,3.0,4.0,29.0,3.0,21.0,5.0,2.0,13.0,1.0,0.0,1.0,2.0,1.0,6.0,12.0,4.0,61.0,16.0,18.0,2.0,4.0,14.0,0.0,8.0,6.0,1.0,0.0,20.0,113.0,14.0,4.0,8.0,1.0,1.0,27.0,5.0,0.0,33.0,20.0,2.0,8.0,5.0,4.0,1.0,11.0,10.0,1.0,4.0,1.0
39.0,17.0,4.0,0.0,118.0,1.0,0.0,6.0,3.0,5.0,3.0,8.0,0.0,0.0,3.0,1.0,0.0,3.0,18.0,5.0,22.0,0.0,2.0,0.0,14.0,1.0,33.0,1.0,1.0,24.0,0.0,0.0,9.0,1.0,3.0,9.0,7.0,0.0,57.0,7.0,8.0,3.0,3.0,1.0,2.0,8.0,1.0,1.0,7.0,23.0,122.0,12.0,5.0,12.0,6.0,5.0,40.0,5.0,2.0,45.0,16.0,2.0,9.0,4.0,14.0,1.0,15.0,8.0,0.0,4.0,1.0
31.0,13.0,4.0,0.0,139.0,2.0,0.0,5.0,4.0,15.0,0.0,12.0,7.0,0.0,2.0,0.0,0.0,4.0,23.0,4.0,11.0,0.0,6.0,0.0,14.0,2.0,20.0,3.0,1.0,22.0,0.0,0.0,14.0,0.0,2.0,8.0,11.0,1.0,34.0,6.0,3.0,6.0,4.0,1.0,7.0,18.0,1.0,2.0,4.0,27.0,102.0,3.0,3.0,12.0,1.0,3.0,53.0,3.0,0.0,36.0,21.0,5.0,13.0,1.0,10.0,1.0,16.0,5.0,0.0,4.0,1.0
22.0,25.0,2.0,3.0,116.0,0.0,8.0,9.0,4.0,18.0,1.0,9.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,10.0,0.0,3.0,0.0,11.0,3.0,24.0,1.0,5.0,14.0,1.0,0.0,11.0,0.0,2.0,18.0,17.0,3.0,61.0,6.0,3.0,3.0,0.0,5.0,2.0,5.0,2.0,0.0,3.0,33.0,147.0,12.0,8.0,11.0,0.0,1.0,43.0,5.0,1.0,36.0,21.0,1.0,6.0,3.0,21.0,22.0,13.0,6.0,0.0,4.0,1.0
52.0,4.0,1.0,7.0,90.0,4.0,0.0,20.0,13.0,8.0,4.0,16.0,6.0,1.0,4.0,6.0,0.0,0.0,13.0,5.0,12.0,0.0,2.0,1.0,38.0,0.0,31.0,7.0,2.0,17.0,1.0,0.0,5.0,0.0,0.0,3.0,9.0,0.0,42.0,14.0,7.0,4.0,4.0,1.0,0.0,6.0,1.0,1.0,4.0,15.0,87.0,8.0,0.0,6.0,2.0,2.0,45.0,3.0,0.0,55.0,5.0,0.0,7.0,5.0,5.0,0.0,11.0,5.0,0.0,4.0,1.0
39.0,7.0,1.0,6.0,73.0,0.0,0.0,12.0,14.0,6.0,6.0,12.0,5.0,0.0,0.0,5.0,1.0,0.0,10.0,9.0,27.0,0.0,3.0,13.0,41.0,2.0,27.0,3.0,0.0,23.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,3.0,42.0,9.0,2.0,3.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,27.0,97.0,2.0,2.0,4.0,1.0,7.0,53.0,4.0,1.0,54.0,5.0,5.0,9.0,3.0,4.0,0.0,14.0,3.0,1.0,4.0,1.0
42.0,4.0,0.0,8.0,78.0,0.0,1.0,11.0,21.0,6.0,7.0,11.0,6.0,0.0,0.0,11.0,2.0,1.0,8.0,14.0,20.0,0.0,4.0,15.0,27.0,5.0,27.0,1.0,0.0,14.0,1.0,0.0,6.0,2.0,0.0,1.0,8.0,0.0,50.0,22.0,10.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,15.0,146.0,2.0,1.0,1.0,0.0,3.0,47.0,5.0,1.0,39.0,11.0,3.0,3.0,2.0,3.0,0.0,18.0,8.0,0.0,4.0,1.0
37.0,4.0,0.0,5.0,79.0,1.0,0.0,4.0,4.0,1.0,4.0,14.0,6.0,0.0,0.0,6.0,0.0,1.0,9.0,5.0,17.0,0.0,2.0,11.0,14.0,1.0,31.0,5.0,3.0,18.0,6.0,0.0,4.0,1.0,0.0,8.0,3.0,1.0,61.0,25.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,20.0,167.0,8.0,1.0,7.0,0.0,7.0,33.0,5.0,2.0,41.0,14.0,2.0,3.0,3.0,5.0,1.0,9.0,2.0,1.0,4.0,1.0
27.0,10.0,0.0,4.0,75.0,1.0,0.0,5.0,8.0,5.0,11.0,12.0,13.0,0.0,0.0,4.0,0.0,2.0,8.0,6.0,28.0,0.0,1.0,30.0,1.0,1.0,31.0,7.0,1.0,10.0,1.0,0.0,2.0,1.0,0.0,8.0,12.0,4.0,81.0,10.0,3.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,4.0,19.0,150.0,6.0,2.0,4.0,0.0,3.0,41.0,1.0,4.0,42.0,14.0,1.0,3.0,3.0,0.0,2.0,14.0,1.0,0.0,4.0,1.0
35.0,22.0,1.0,6.0,58.0,4.0,2.0,7.0,8.0,9.0,5.0,16.0,14.0,1.0,2.0,3.0,2.0,3.0,12.0,5.0,9.0,0.0,9.0,16.0,4.0,1.0,34.0,3.0,4.0,20.0,3.0,1.0,1.0,3.0,0.0,5.0,15.0,0.0,66.0,12.0,3.0,2.0,3.0,8.0,0.0,5.0,2.0,0.0,0.0,30.0,116.0,8.0,3.0,14.0,0.0,7.0,31.0,7.0,2.0,56.0,19.0,5.0,0.0,2.0,4.0,3.0,14.0,9.0,4.0,4.0,1.0
23.0,15.0,1.0,2.0,81.0,1.0,1.0,6.0,3.0,2.0,8.0,13.0,11.0,0.0,2.0,4.0,1.0,2.0,11.0,13.0,14.0,2.0,7.0,4.0,7.0,1.0,34.0,1.0,2.0,18.0,0.0,0.0,2.0,0.0,0.0,5.0,9.0,0.0,79.0,8.0,7.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,21.0,175.0,9.0,3.0,4.0,0.0,4.0,26.0,0.0,4.0,42.0,20.0,1.0,2.0,2.0,11.0,1.0,9.0,4.0,0.0,4.0,1.0
34.0,4.0,2.0,6.0,76.0,2.0,0.0,11.0,19.0,7.0,4.0,13.0,4.0,2.0,0.0,0.0,1.0,0.0,17.0,9.0,14.0,0.0,4.0,8.0,41.0,0.0,43.0,4.0,7.0,24.0,0.0,0.0,3.0,3.0,0.0,6.0,11.0,2.0,49.0,8.0,8.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,4.0,21.0,119.0,2.0,1.0,1.0,1.0,4.0,37.0,2.0,3.0,40.0,2.0,0.0,5.0,3.0,4.0,0.0,7.0,3.0,0.0,4.0,1.0
43.0,7.0,1.0,9.0,44.0,0.0,0.0,9.0,5.0,3.0,12.0,11.0,13.0,1.0,1.0,1.0,0.0,2.0,14.0,8.0,23.0,0.0,1.0,7.0,37.0,1.0,44.0,0.0,7.0,16.0,1.0,0.0,4.0,0.0,0.0,2.0,13.0,2.0,69.0,17.0,6.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,30.0,146.0,5.0,3.0,3.0,1.0,4.0,33.0,6.0,3.0,54.0,8.0,2.0,2.0,2.0,3.0,0.0,10.0,0.0,0.0,4.0,1.0
41.0,10.0,1.0,4.0,47.0,3.0,0.0,8.0,21.0,2.0,7.0,16.0,12.0,0.0,0.0,2.0,2.0,0.0,6.0,10.0,22.0,1.0,0.0,2.0,25.0,2.0,36.0,6.0,3.0,34.0,0.0,0.0,2.0,0.0,0.0,8.0,11.0,1.0,63.0,21.0,7.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,158.0,3.0,2.0,5.0,0.0,7.0,25.0,9.0,2.0,66.0,8.0,2.0,3.0,3.0,1.0,1.0,9.0,0.0,0.0,4.0,1.0
29.0,8.0,3.0,8.0,56.0,1.0,4.0,8.0,10.0,8.0,5.0,15.0,8.0,3.0,3.0,2.0,4.0,2.0,13.0,4.0,16.0,4.0,4.0,4.0,7.0,2.0,24.0,2.0,3.0,28.0,1.0,3.0,2.0,1.0,10.0,13.0,10.0,2.0,56.0,9.0,7.0,5.0,4.0,0.0,0.0,7.0,2.0,0.0,1.0,26.0,123.0,2.0,1.0,8.0,0.0,6.0,36.0,3.0,1.0,56.0,9.0,5.0,6.0,3.0,1.0,1.0,7.0,6.0,2.0,4.0,1.0
33.0,16.0,0.0,0.0,62.0,1.0,7.0,14.0,6.0,6.0,7.0,9.0,5.0,4.0,7.0,10.0,1.0,2.0,18.0,5.0,11.0,1.0,7.0,1.0,9.0,5.0,26.0,4.0,16.0,30.0,2.0,2.0,2.0,0.0,4.0,14.0,10.0,4.0,45.0,13.0,3.0,1.0,5.0,1.0,2.0,4.0,0.0,0.0,2.0,22.0,110.0,1.0,2.0,5.0,4.0,7.0,25.0,4.0,0.0,28.0,9.0,6.0,0.0,2.0,1.0,1.0,8.0,2.0,12.0,4.0,1.0
35.0,8.0,2.0,3.0,61.0,1.0,2.0,13.0,6.0,4.0,8.0,19.0,11.0,0.0,4.0,5.0,2.0,2.0,18.0,7.0,25.0,0.0,1.0,1.0,3.0,2.0,30.0,2.0,2.0,20.0,3.0,0.0,7.0,1.0,8.0,5.0,16.0,2.0,51.0,12.0,4.0,2.0,3.0,6.0,0.0,4.0,0.0,2.0,2.0,21.0,140.0,2.0,2.0,10.0,1.0,6.0,36.0,7.0,1.0,38.0,24.0,6.0,4.0,2.0,3.0,0.0,13.0,3.0,0.0,4.0,1.0
27.0,15.0,1.0,5.0,83.0,2.0,2.0,6.0,12.0,5.0,11.0,11.0,11.0,0.0,1.0,6.0,0.0,0.0,16.0,5.0,44.0,0.0,4.0,1.0,13.0,1.0,23.0,4.0,0.0,25.0,0.0,0.0,3.0,0.0,7.0,6.0,7.0,0.0,43.0,9.0,8.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,25.0,129.0,5.0,3.0,15.0,0.0,6.0,37.0,6.0,2.0,36.0,15.0,2.0,7.0,1.0,1.0,2.0,13.0,0.0,1.0,4.0,1.0
30.0,6.0,1.0,5.0,62.0,2.0,1.0,17.0,8.0,7.0,9.0,12.0,11.0,0.0,0.0,3.0,1.0,0.0,18.0,9.0,30.0,0.0,8.0,3.0,8.0,1.0,32.0,0.0,5.0,23.0,4.0,0.0,2.0,2.0,12.0,7.0,7.0,3.0,51.0,19.0,4.0,1.0,2.0,1.0,2.0,7.0,1.0,0.0,2.0,16.0,141.0,2.0,5.0,9.0,0.0,4.0,38.0,4.0,2.0,35.0,8.0,2.0,7.0,4.0,1.0,1.0,16.0,7.0,0.0,4.0,1.0
33.0,8.0,1.0,17.0,73.0,0.0,1.0,5.0,9.0,2.0,5.0,12.0,4.0,0.0,1.0,6.0,1.0,0.0,12.0,10.0,17.0,0.0,1.0,5.0,28.0,1.0,19.0,1.0,2.0,18.0,3.0,0.0,2.0,2.0,2.0,3.0,7.0,0.0,63.0,18.0,9.0,2.0,6.0,0.0,0.0,8.0,0.0,1.0,2.0,23.0,151.0,6.0,1.0,4.0,0.0,1.0,27.0,4.0,1.0,48.0,10.0,2.0,2.0,3.0,0.0,0.0,6.0,2.0,0.0,4.0,1.0
29.0,7.0,0.0,11.0,92.0,1.0,1.0,7.0,12.0,6.0,10.0,5.0,8.0,0.0,2.0,6.0,0.0,2.0,15.0,8.0,25.0,0.0,2.0,12.0,34.0,0.0,15.0,3.0,2.0,11.0,3.0,0.0,5.0,0.0,0.0,8.0,3.0,0.0,42.0,15.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,16.0,123.0,4.0,2.0,5.0,0.0,3.0,57.0,5.0,0.0,26.0,9.0,1.0,7.0,1.0,4.0,2.0,18.0,1.0,3.0,4.0,1.0
33.0,1.0,0.0,78.0,5.0,0.0,4.0,0.0,3.0,7.0,4.0,10.0,3.0,0.0,0.0,2.0,0.0,1.0,20.0,11.0,1.0,1.0,2.0,8.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,23.0,1.0,0.0,6.0,15.0,8.0,4.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,113.0,2.0,7.0,7.0,0.0,0.0,5.0,2.0,0.0,40.0,0.0,5.0,7.0,1.0,2.0,1.0,3.0,7.0,6.0,4.0,1.0
48.0,11.0,0.0,68.0,11.0,1.0,0.0,3.0,4.0,15.0,3.0,16.0,5.0,3.0,1.0,4.0,0.0,1.0,19.0,6.0,1.0,0.0,2.0,3.0,9.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,22.0,3.0,0.0,10.0,16.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,124.0,2.0,2.0,2.0,0.0,0.0,5.0,4.0,3.0,32.0,1.0,9.0,8.0,1.0,0.0,2.0,0.0,5.0,6.0,4.0,1.0
46.0,6.0,0.0,16.0,75.0,1.0,12.0,8.0,15.0,11.0,9.0,9.0,7.0,0.0,0.0,2.0,0.0,1.0,15.0,7.0,7.0,1.0,8.0,35.0,2.0,3.0,27.0,3.0,7.0,13.0,0.0,1.0,5.0,2.0,4.0,16.0,2.0,0.0,58.0,8.0,6.0,0.0,6.0,0.0,1.0,7.0,3.0,1.0,4.0,37.0,107.0,5.0,3.0,7.0,0.0,10.0,38.0,2.0,1.0,27.0,10.0,2.0,3.0,3.0,3.0,1.0,25.0,3.0,1.0,4.0,1.0
37.0,16.0,0.0,39.0,37.0,4.0,0.0,8.0,4.0,7.0,9.0,10.0,7.0,0.0,4.0,3.0,0.0,0.0,9.0,16.0,17.0,0.0,0.0,49.0,2.0,1.0,15.0,0.0,1.0,12.0,1.0,0.0,3.0,1.0,3.0,13.0,4.0,2.0,50.0,18.0,12.0,4.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,16.0,112.0,2.0,2.0,6.0,0.0,2.0,16.0,4.0,3.0,50.0,3.0,7.0,5.0,5.0,1.0,0.0,13.0,3.0,0.0,4.0,1.0
30.0,8.0,0.0,32.0,52.0,1.0,3.0,6.0,6.0,6.0,3.0,11.0,11.0,0.0,1.0,2.0,1.0,3.0,15.0,6.0,21.0,0.0,4.0,17.0,20.0,1.0,21.0,0.0,1.0,14.0,1.0,1.0,2.0,2.0,1.0,11.0,10.0,1.0,38.0,17.0,5.0,1.0,6.0,1.0,2.0,8.0,0.0,1.0,1.0,12.0,117.0,11.0,2.0,7.0,2.0,4.0,29.0,7.0,1.0,39.0,7.0,1.0,9.0,0.0,4.0,0.0,9.0,2.0,1.0,4.0,1.0
36.0,17.0,0.0,70.0,25.0,0.0,1.0,3.0,2.0,11.0,2.0,19.0,2.0,0.0,1.0,3.0,1.0,1.0,18.0,2.0,4.0,0.0,1.0,10.0,1.0,0.0,6.0,0.0,0.0,11.0,4.0,0.0,1.0,1.0,0.0,25.0,3.0,1.0,18.0,18.0,3.0,3.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,8.0,108.0,1.0,6.0,9.0,0.0,0.0,8.0,9.0,1.0,61.0,2.0,2.0,9.0,1.0,1.0,0.0,4.0,13.0,0.0,4.0,1.0
50.0,4.0,1.0,22.0,61.0,1.0,0.0,3.0,9.0,3.0,3.0,10.0,6.0,2.0,0.0,5.0,1.0,1.0,8.0,7.0,10.0,0.0,3.0,40.0,1.0,5.0,17.0,1.0,2.0,27.0,3.0,0.0,2.0,0.0,3.0,5.0,4.0,2.0,59.0,22.0,1.0,5.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,11.0,142.0,3.0,3.0,4.0,1.0,3.0,35.0,9.0,1.0,21.0,7.0,5.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,5.0,1.0
36.0,14.0,0.0,26.0,38.0,2.0,4.0,6.0,10.0,4.0,0.0,15.0,8.0,2.0,10.0,3.0,0.0,0.0,7.0,3.0,4.0,2.0,2.0,18.0,10.0,6.0,18.0,1.0,8.0,6.0,1.0,0.0,4.0,0.0,7.0,6.0,5.0,3.0,54.0,19.0,7.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,22.0,79.0,4.0,4.0,3.0,2.0,3.0,29.0,4.0,0.0,14.0,10.0,7.0,4.0,1.0,1.0,0.0,16.0,2.0,5.0,5.0,1.0
46.0,8.0,0.0,12.0,60.0,3.0,1.0,16.0,11.0,6.0,3.0,9.0,7.0,5.0,3.0,3.0,0.0,1.0,13.0,5.0,11.0,0.0,2.0,25.0,16.0,4.0,21.0,2.0,5.0,21.0,0.0,0.0,4.0,0.0,2.0,3.0,6.0,3.0,53.0,15.0,5.0,5.0,1.0,0.0,0.0,10.0,0.0,2.0,4.0,24.0,89.0,7.0,4.0,6.0,3.0,5.0,32.0,3.0,0.0,32.0,8.0,1.0,7.0,1.0,2.0,0.0,19.0,4.0,3.0,5.0,1.0
33.0,11.0,0.0,30.0,41.0,2.0,5.0,5.0,12.0,6.0,3.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,3.0,21.0,16.0,5.0,22.0,2.0,6.0,26.0,1.0,0.0,1.0,1.0,17.0,4.0,5.0,2.0,34.0,12.0,7.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,13.0,61.0,0.0,1.0,8.0,3.0,4.0,33.0,3.0,1.0,33.0,12.0,10.0,5.0,1.0,2.0,0.0,13.0,1.0,9.0,5.0,1.0
42.0,8.0,1.0,15.0,80.0,1.0,1.0,11.0,5.0,1.0,2.0,7.0,7.0,2.0,0.0,4.0,1.0,1.0,9.0,19.0,3.0,0.0,0.0,13.0,14.0,3.0,28.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,45.0,18.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,139.0,12.0,2.0,5.0,0.0,3.0,35.0,6.0,1.0,36.0,12.0,1.0,1.0,0.0,7.0,1.0,22.0,0.0,3.0,5.0,1.0
37.0,7.0,1.0,25.0,34.0,1.0,2.0,11.0,12.0,6.0,4.0,7.0,7.0,2.0,1.0,9.0,0.0,2.0,17.0,6.0,11.0,0.0,3.0,5.0,20.0,4.0,18.0,5.0,3.0,23.0,2.0,1.0,1.0,0.0,2.0,8.0,1.0,6.0,39.0,9.0,7.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,11.0,142.0,1.0,4.0,4.0,0.0,7.0,32.0,10.0,2.0,33.0,4.0,5.0,2.0,2.0,4.0,2.0,14.0,1.0,1.0,5.0,1.0
27.0,14.0,1.0,11.0,62.0,0.0,2.0,9.0,10.0,1.0,2.0,5.0,11.0,0.0,6.0,6.0,2.0,0.0,9.0,5.0,18.0,0.0,4.0,13.0,23.0,5.0,30.0,5.0,2.0,23.0,0.0,0.0,5.0,0.0,2.0,4.0,8.0,0.0,47.0,23.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,121.0,1.0,4.0,6.0,0.0,6.0,40.0,6.0,2.0,33.0,12.0,6.0,2.0,3.0,9.0,1.0,13.0,1.0,2.0,5.0,1.0
30.0,7.0,1.0,5.0,57.0,0.0,1.0,11.0,10.0,2.0,9.0,15.0,2.0,1.0,3.0,3.0,3.0,0.0,11.0,8.0,32.0,2.0,5.0,37.0,22.0,5.0,21.0,2.0,4.0,32.0,3.0,0.0,4.0,0.0,2.0,6.0,15.0,5.0,38.0,14.0,4.0,4.0,1.0,2.0,1.0,7.0,8.0,3.0,3.0,21.0,69.0,2.0,3.0,12.0,0.0,5.0,38.0,9.0,1.0,45.0,7.0,8.0,8.0,0.0,0.0,0.0,16.0,6.0,1.0,5.0,1.0
40.0,9.0,0.0,6.0,77.0,0.0,0.0,8.0,9.0,2.0,7.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,11.0,16.0,28.0,1.0,2.0,51.0,1.0,1.0,28.0,4.0,3.0,30.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,76.0,11.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,11.0,132.0,7.0,3.0,3.0,1.0,15.0,28.0,3.0,0.0,31.0,8.0,2.0,1.0,2.0,11.0,4.0,15.0,3.0,1.0,5.0,1.0
29.0,12.0,0.0,27.0,46.0,2.0,4.0,13.0,16.0,5.0,4.0,11.0,2.0,2.0,3.0,3.0,0.0,1.0,9.0,8.0,16.0,1.0,4.0,31.0,13.0,9.0,17.0,2.0,3.0,19.0,0.0,0.0,3.0,0.0,1.0,5.0,17.0,1.0,35.0,9.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,34.0,79.0,1.0,1.0,4.0,1.0,5.0,46.0,3.0,0.0,34.0,4.0,6.0,4.0,1.0,2.0,2.0,21.0,4.0,0.0,5.0,1.0
35.0,10.0,1.0,23.0,37.0,3.0,1.0,11.0,10.0,8.0,3.0,7.0,2.0,2.0,6.0,1.0,1.0,1.0,14.0,4.0,9.0,1.0,3.0,26.0,17.0,8.0,18.0,0.0,2.0,23.0,0.0,0.0,3.0,2.0,3.0,6.0,8.0,3.0,37.0,19.0,6.0,2.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,18.0,62.0,0.0,6.0,5.0,1.0,8.0,51.0,3.0,3.0,12.0,6.0,6.0,1.0,1.0,4.0,1.0,14.0,1.0,10.0,5.0,1.0
48.0,24.0,0.0,30.0,51.0,1.0,4.0,13.0,11.0,4.0,1.0,18.0,3.0,2.0,5.0,1.0,0.0,1.0,10.0,4.0,6.0,1.0,1.0,26.0,16.0,1.0,22.0,1.0,10.0,30.0,0.0,0.0,3.0,1.0,13.0,2.0,8.0,4.0,33.0,10.0,4.0,4.0,5.0,0.0,0.0,4.0,5.0,2.0,4.0,23.0,64.0,3.0,6.0,1.0,3.0,5.0,26.0,5.0,1.0,26.0,1.0,8.0,6.0,0.0,2.0,0.0,11.0,0.0,3.0,5.0,1.0
48.0,9.0,0.0,24.0,53.0,1.0,1.0,10.0,7.0,4.0,1.0,6.0,2.0,2.0,4.0,7.0,0.0,1.0,22.0,6.0,7.0,2.0,5.0,45.0,10.0,6.0,35.0,1.0,3.0,14.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,40.0,16.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,18.0,102.0,2.0,0.0,1.0,0.0,2.0,41.0,2.0,3.0,16.0,2.0,4.0,2.0,4.0,1.0,2.0,21.0,0.0,13.0,5.0,1.0
48.0,11.0,0.0,37.0,50.0,2.0,3.0,18.0,6.0,2.0,4.0,10.0,3.0,4.0,4.0,2.0,3.0,1.0,9.0,6.0,7.0,0.0,2.0,14.0,13.0,3.0,16.0,2.0,4.0,14.0,0.0,0.0,1.0,0.0,13.0,3.0,5.0,3.0,47.0,13.0,3.0,2.0,8.0,1.0,0.0,4.0,8.0,2.0,1.0,29.0,80.0,7.0,1.0,1.0,3.0,0.0,36.0,5.0,0.0,21.0,2.0,3.0,7.0,1.0,1.0,1.0,26.0,1.0,1.0,5.0,1.0
46.0,7.0,0.0,69.0,11.0,2.0,2.0,6.0,10.0,2.0,0.0,14.0,2.0,4.0,4.0,6.0,0.0,1.0,22.0,1.0,1.0,2.0,5.0,6.0,27.0,1.0,20.0,5.0,5.0,43.0,1.0,0.0,1.0,0.0,12.0,5.0,5.0,4.0,28.0,17.0,3.0,1.0,8.0,2.0,0.0,3.0,6.0,1.0,2.0,26.0,75.0,4.0,5.0,5.0,1.0,6.0,55.0,7.0,0.0,11.0,1.0,7.0,2.0,2.0,0.0,0.0,12.0,0.0,1.0,5.0,1.0
39.0,6.0,0.0,42.0,34.0,1.0,0.0,3.0,10.0,6.0,2.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0,10.0,5.0,6.0,1.0,4.0,6.0,9.0,8.0,29.0,1.0,8.0,27.0,1.0,0.0,1.0,0.0,15.0,6.0,4.0,3.0,35.0,11.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,0.0,21.0,104.0,5.0,3.0,2.0,6.0,1.0,32.0,6.0,1.0,14.0,0.0,5.0,4.0,0.0,2.0,0.0,17.0,1.0,9.0,5.0,1.0
